,t=0,t=2,t=4,t=6,t=8,t=10,t=12,t=14,t=16,t=18,t=20,t=22,t=24,t=26,t=28,t=30,t=32,t=34,t=36,t=38,t=40,t=42,t=43
0,1.038544064315868,1.7122696893966685,2.8230554580830187,4.654431582106939,7.6738603524369795,12.652056791442995,20.859715150154823,34.39185606880008,56.70258463947758,93.48675739876609,154.13360545210372,254.12335383854244,418.97857885518675,690.7788949261364,1138.9018574152522,1877.731717560095,3095.856223409097,5104.204006563142,8415.409715612024,13874.664999783647,22875.45530897814,37715.24974485633,48791.9097439919
1,1.16717753542163,1.9243504293326665,3.1727174851212414,5.230926803640737,8.624340286636562,14.219133276331107,23.443387483603274,38.651611601475246,63.72573419418208,105.06597345691249,173.2245052651974,285.5989264371866,470.8730249060322,776.3383719613666,1279.9655871132127,2110.306489237393,3479.307196501652,5736.407782171307,9457.737527874287,15593.173034902708,25708.79606034783,42386.63890877875,54835.24765126071
2,2.0178005922573554,3.3267907564854986,5.484950683385404,9.043154860437355,14.909641772635842,24.581843529059704,40.52860829937717,66.82037857504632,110.1681794728959,181.63662085124176,299.4681603354884,493.7395258424769,814.0388584417617,1342.1231810891675,2212.7870365610647,3648.269054707061,6014.978791731513,9917.023476736153,16350.407548124562,26957.264709204544,44445.01572595239,73277.4428039678,94798.42768506375
3,3.937201977699104,6.491348647673843,10.702424590948857,17.645315071158812,29.09220628602012,47.96493931534997,79.08081569704568,130.38222294401393,214.96394428892944,354.41562738269977,584.3325835342936,963.4015596359832,1588.3806435972413,2618.796953066667,4317.666240164997,7118.628169942825,11736.633681987742,19350.437597905922,31903.47806501741,52599.94289509697,86722.6446887428,142981.4689496678,184973.95550210564
4,0.8800705193377283,1.4509909849479763,2.392279700477483,3.9442024276407115,6.502890438397279,10.721453786816413,17.676688911149746,29.143933003356615,48.0502222544856,79.22142349282605,130.61404600774642,215.3461559051445,355.04578780426016,585.3715424252697,965.1145132589194,1591.204826671095,2623.4532437729536,4325.343165695021,7131.285280357641,11757.501729154532,19384.843191147043,31960.203298425866,41346.65328443659
5,1.401999718240444,2.3115067569781527,3.8110303575963544,6.283326813852001,10.359454568756716,17.079853100357656,28.1599171069881,46.42785431543635,76.54659096281434,126.20399271995342,208.0752072446416,343.0580200895258,565.6070548057872,932.5283821162349,1537.4793791263894,2534.8749556280936,4179.302257908375,6890.504529297344,11360.521383306215,18730.333250898013,30881.098838052705,50914.324516884495,65867.44468908182
6,1.0234405316038717,1.6873681737516715,2.7819997995663672,4.586742244627803,7.562259501935508,12.468058095393307,20.556352586196727,33.891695756868835,55.87795969443769,92.12718071152933,151.89204244870598,250.42764123522971,412.88537887571795,680.7329065133671,1122.3388226339362,1850.4238898088117,3050.8332269389434,5029.973634612163,8293.024522444599,13672.885928589882,22542.777862318628,37166.757362266355,48082.32964025295
7,0.517236009943541,0.852778011565838,1.4059932468537153,2.3180909725480503,3.8218858938572247,6.3012245673901335,10.388962975712548,17.128504238570503,28.240129273404637,46.560101820375586,76.76463023720457,126.56347870948834,208.66789944210436,344.0352043224556,567.2181592360124,935.1846442596323,1541.858815022753,2542.0954247440736,4191.2067989244015,6910.1317992886725,11392.881280826585,18783.68570225722,24300.300373036116
8,1.1579103472322425,1.9090714190452769,3.147526655865092,5.1893941476195895,8.555864513225767,14.106235812181456,23.25725103305114,38.344724476197186,63.219762863031484,104.2317677608823,171.84913259001488,283.33132025247943,467.134374355741,770.1743792753681,1269.8028812593534,2093.5510199282926,3451.6820978511923,5690.861694421203,9382.644724203177,15469.36593221359,25504.67265667965,42050.096311304595,54399.86524886654
9,1.1723217616696773,1.9328318245691452,3.1867009418527963,5.253981626191938,8.662351262968782,14.281802781530356,23.546712029849495,38.82196497865712,64.00659943067684,105.5290419465206,173.9879761338026,286.85767709782726,472.9483538947506,779.7600110087718,1285.6069161913147,2119.607468483509,3494.6419188229997,5761.690465042902,9499.421624904988,15661.898492327051,25822.105183841286,42573.4540708491,55076.928896597696
10,0.6888820487128486,1.1357744867161514,1.8725755549671075,3.0873551484669077,5.090188103482116,8.392301398074341,13.83656582512943,22.81264038932907,37.61168545071406,62.01118582946512,102.23916109836051,168.56387960137562,277.9148537704806,458.2041308548281,755.4508968628975,1245.5279626271326,2053.5284452348087,3385.6960276457926,5582.0690569036415,9203.275988632338,15173.636882579494,25017.097882184335,32364.414664671825
