,t=0,t=2,t=4,t=6,t=8,t=10,t=12,t=14,t=16,t=18,t=20,t=22,t=24
0,0.5863156477002365,0.9666710797075634,1.5937711708842324,2.6276844300650835,4.332319212535211,7.142786837168332,11.776464590514257,74.94575730456586,123.56466421674885,203.72369020104335,335.883581379927,553.7784050999467,829.0962378368954
1,2.263165769204552,3.7313295428074205,6.151922385217363,10.142805292202322,16.722658829821377,27.571003315383187,45.45689962060884,33.67687400116823,55.52377849640515,91.54323463665041,150.92927813411552,248.84031123109145,294.9964692445545
2,1.016953476679561,1.6766728283137997,2.76436615604538,4.557669281474832,7.514326289182853,12.38902958795488,20.426056604991203,28.007582502961377,46.17669701351317,76.13250257684211,125.5212763900541,206.94959830967977,281.36931910195455
3,0.595695667482418,0.9821361178420277,4.0746930113101945,6.718033039319257,11.076163969190219,18.261507133763477,16.98745749247975,19.416107664024246,32.01174969987525,52.77845264250441,87.01695750632163,143.46670875226152,363.87637576830747
4,1.4989957879464237,2.4714262402767972,1.3011759079113199,2.14527639629557,3.536962826102903,5.831465845070456,30.108135246473,49.6399230019687,26.13481674188964,134.93530066231108,222.47070037023653,366.7921758079123,435.84211530618205
5,0.4786758658683205,0.7892030818277828,1.6192687082087336,2.6697227622024045,6.249336369259147,10.303413799755653,9.614461778127396,15.851567639929444,59.1256521769002,43.089028268197495,71.04179743956418,117.12812254735981,1074.5233671154147
6,0.8392308362102234,1.062849069926078,2.2990023712161234,3.7904141108134963,3.5967156871720007,7.257058871515921,11.96486732418937,19.726731258492862,81.84239692924868,53.62281511483914,88.40907587464025,145.76192391743695,275.24525896583333
7,0.6446505475573288,1.3944154248948166,1.2503120851060805,2.061416129727473,4.401628704914694,11.483399198518526,18.93292451853579,31.2151153702648,32.52388142725721,84.85148088421512,139.89644138419013,230.65023860533012,753.6555427090557
8,0.845755707575048,0.7583526138262009,5.001420146163378,4.22450647990101,6.965033691622177,5.92998165810046,9.776886894570335,16.119361384304863,51.46502467830551,43.816967137307074,72.2419657368356,265.05794850468163,896.3708954246265
9,1.839919648434763,1.9332371459145237,2.5622927022150415,2.181518338539594,7.119832019492094,11.738618494346712,9.036181523386972,21.34789423775536,26.57633398440169,58.0295929823365,95.67462428003398,457.8718386088837,325.8649036118133
