,t=0,t=2,t=4,t=6,t=8,t=10,t=12,t=14,t=16,t=18,t=20,t=22,t=24,t=25
0,0.7770354669787857,1.2811149024961457,2.11220138995602,3.4824313596223493,5.741558656361578,9.285950584924036,39.56850156794663,65.23743018479419,107.5583387914661,177.33372100663283,292.3738778359906,482.0430313852025,1246.0327331351666,325.27546935568495
1,0.7622372409857145,1.2567167525327112,2.0719756411454773,3.416110311928599,5.6322137343339405,9.46622988371424,15.309944248032158,25.241830734959713,41.616743244133005,68.6144098038562,115.32228838888858,273.71478256596595,313.4784809437212,476.5745182355091
2,1.96999969277924,3.2479803967572787,5.355014366950018,8.828926091693809,14.556438244812401,23.999509359850975,15.60717456261446,25.731880676908208,42.424699007129064,69.9465036560948,113.12603692013515,438.9292264119073,307.50845048548746,2951.1724239215664
3,2.423368281359489,3.9954588322167712,1.601203433587222,2.639938159672857,4.352522197184842,18.366450965410582,19.316904511800885,31.848191352684665,52.50879051648983,353.8513707151365,142.73369109529207,250.24452022046782,387.99039881308727,1938.78779078809
4,0.5890498243500307,0.9711789749079293,4.879300955951922,6.75663971746018,11.139815620632433,11.716294837150489,78.95491301644805,130.17464451647515,214.62170532010364,76.85709202970348,87.42274530046578,784.8273594770178,723.6719519171509,810.9813584421203
5,1.7949945089834722,2.9594456277504593,4.098109145272338,4.3101839972921905,7.10629203696585,29.522669452198947,11.83138199656822,28.274144065958144,46.616182732378334,84.61634037129129,955.5489041851071,186.51330334020417,1293.9615613969559,635.6941529859986
6,0.9617320455854331,1.5856280802703953,2.6142587433608777,10.860783139967651,17.906404179323186,10.401476318588987,17.14913525313856,31.128612009773775,51.32240474787691,86.57235982325987,126.71592243350753,190.1343098525436,1262.5184215388192,306.6473517577583
7,1.507610102222896,2.4856288434568587,6.58739796288152,3.826489295441767,6.308814293500146,11.325530147329138,18.880457578230054,76.75637121829402,32.161030686818165,53.024575380989255,139.50876021892583,235.32807255430959,237.63965994417865,3488.3804365561828
8,2.3178415717871803,3.821474701517979,2.527067355540645,10.387845239048863,6.951781497316057,28.23709095014307,46.55509247218693,19.506651159517336,98.00337951002594,208.64544910107205,476.0218561041996,144.13573971985284,1738.3911494385143,399.3075596810526
9,0.9296561265591947,1.5327438302945937,2.3208830767480237,4.2164686177459405,6.869281271855919,21.080581429092376,36.053428487072985,59.44205442829368,126.54986188933401,161.5802563986482,151.7809739388175,1575.4338035239214,524.3691009749291,588.611644150249
10,0.8538051692985548,1.4076867436561193,6.300546625834092,4.16642970157107,17.12666140235841,11.461550023882586,37.5688106984338,57.30296143203459,102.12261543833863,168.37172829268883,207.6468803428334,1054.3875307077421,358.8005339698986,994.1318303062405
