,t=0,t=2,t=4,t=6,t=8,t=10,t=12,t=14,t=16,t=18,t=20,t=22,t=24,t=26,t=28,t=30,t=32,t=34,t=36,t=38,t=40,t=42,t=43
0,1.088096396966384,1.793967674250387,2.957752663484582,4.876509729756217,8.040005318223903,13.255727784695802,21.855000357235088,36.03280396012668,59.40805033201946,97.94731623320959,161.4878236816599,266.24840986298545,438.9694166311179,723.7382143864365,1193.2425884772372,1967.324436727401,3243.56964519999,5347.742267037722,8816.936425885615,14536.670627766285,23966.91806915523,39514.7676137369,56496.26137879746
1,2.2878603097075203,3.772043957004853,6.219049105928813,10.253478544471843,16.90512817493557,27.871844405923152,45.95290272568216,75.76352817423509,124.91294044412977,205.94662189590454,339.5485761485554,559.8209599319731,922.9887244234635,1521.7511425730977,2508.943477472097,4136.548478291885,6820.015463440906,11244.304561077099,18538.724104075216,30565.188762024776,50393.476854907814,83084.7971952092,118790.53585305902
2,1.0307928208457375,1.699490049413083,2.80198539381024,4.619692918965209,7.616585979599521,12.557627314680142,20.704027263234533,34.13517013804443,56.27938108555284,92.78901269757364,152.98321892172837,252.22668709638677,415.85150405397417,685.6232201863161,1130.4015868069066,1863.7171406014638,3072.750092277506,5066.108436682934,8352.600739231166,13771.110504434044,22704.72280981897,37433.75944189308,53520.93876631826
3,1.9758332473360334,3.257598302238769,5.370871612296753,8.855070269391762,14.599542706688403,24.070576603007563,39.68567164338891,65.43061098046502,107.87684007838172,177.85884085311625,293.239654096555,483.47045512165226,797.1080231139998,1314.2089527535602,2166.764254549033,3572.3903150670676,5889.875899693233,9710.763677606534,16010.342630009438,26396.592445288974,43520.623438542796,71753.37757724363,102589.4322356139
4,2.572171856410506,4.240794451559658,6.991888016952465,11.527674495901058,19.005922143096157,31.335468106587385,51.663452794667606,85.17863354036666,140.43582492715112,231.53953172567654,381.7441509640101,629.3897016596234,1037.6881886856636,1710.8585890400552,2820.7289469098782,4650.595813649208,7667.536239391059,12641.630091746132,20842.524428580837,34363.51336048315,56655.8554134072,93409.71392977925,133552.59140283792
5,1.727256701149748,2.847764863144438,4.695170503817986,7.74102747920717,12.762796662041058,21.042294330323866,34.69287824673177,57.19888630718693,94.30502051500247,155.48269325687082,256.3476235983071,422.6457797198945,696.8250869957108,1148.8703428871104,1894.1669715942005,3122.9533763244217,5148.879658950029,8489.06741398467,13996.1060138417,23075.677691991506,38045.360646601286,62726.19534950298,89682.81333207282
6,2.6514567819355,4.371513194718401,7.207406789277403,11.88300488006822,19.59176290559888,32.30135623296992,53.25593309375188,87.80418968263959,144.76463518633247,238.67653327681228,393.5110772303864,648.7900832857409,1069.674010532366,1763.5942938795383,2907.675425204118,4793.946321825327,7903.881271386674,13031.297173221432,21484.976834300796,35422.738307205145,58402.22211352381,96288.98585470683,137669.23206846166
7,1.3287778864508324,2.1907843654270738,3.611992782796315,5.9551693306107545,9.818414345997484,16.187828576790736,26.689217300997914,44.003080262485724,72.54881440507297,119.61277347370137,197.20812387349636,325.1412285850497,536.0672595496642,883.8254933453265,1457.1818904652469,2402.486778088721,3961.0310536100606,6530.6361519896855,10767.198734986814,17752.109580225486,29268.280664711994,48255.236888721556,68992.95227572786
8,1.3234299800602758,2.1819671584076588,3.5974556660351293,5.931201676991804,9.77889836566712,16.122677739487667,26.581801729732184,43.82598192533642,72.25682860961061,119.13137028197865,196.41442419152077,323.83263903682746,533.909760126891,880.2683781554585,1451.3171989893578,2392.8175365062475,3945.0891693414233,6504.352428300812,10723.86420066759,17680.663011737113,29150.48518752754,48061.02497989588,68715.27768907299
9,0.8101980180822771,1.3357907058911371,2.2023465500058927,3.631055602447143,5.986598606848518,9.87023246225361,16.2732622072699,26.830073544802218,44.23531294775765,72.9317013730326,120.2440473620483,198.24891856084955,326.85720892451167,538.8964328354307,888.4900115200577,1464.8723807974707,2415.166253081526,3981.935973731996,6565.102538456989,10824.024199479722,17845.798932252175,29422.748292236836,42067.19103727996
10,1.798856495286906,2.965812966716166,4.889798923142303,8.061915494029972,13.291851557592167,21.914558389987185,36.13099855556606,59.569945850188994,98.2142368176459,161.9279013268065,266.97397523730007,440.1656716970281,725.710505558779,1196.4943468851243,1972.68567998162,3252.408840990726,5362.3156371537225,8840.963851181701,14576.28515493192,24032.231382722865,39622.45106307519,65326.37786495821,93400.42575641605
11,0.656798558564224,1.0828777540698329,1.7853635867025988,2.943566921329545,4.853121394924597,8.001444473100694,13.192151699124766,21.750181112645734,35.85998624199374,59.12312208418019,97.47754897037241,160.71330840313976,264.9714500487991,436.8640658236424,720.2670777278576,1187.519651634744,1957.8889090242872,3228.0130899756155,5322.093843540391,8774.64932450587,14466.950984245184,23851.969809897546,34102.367346599574
12,1.0535885161363217,1.7370737971189902,2.8639505180854528,4.721856137399327,7.785024650915144,12.835335734886401,21.161891042681145,34.89005989030176,57.52398387713373,94.84101579362522,156.36640007373114,257.80460982432487,425.0479439018385,700.7855861781976,1155.400102131852,1904.9327245535817,3140.7031022237347,5178.144009589299,8537.31617135692,14075.654766405953,23206.83141240143,38261.59657517177,54704.539376550274
