,t=0,t=2,t=4,t=6,t=8,t=9
0,0.6457226839912885,1.0387161270401668,1.7816984394449034,3.3249550398881813,17.55328004234857,45.02136158614915
1,0.700726960199807,1.1390213165639826,0.8511497712204331,7.056602609119976,122.20057806178846,14.43331292740133
2,0.3598661017020874,0.5407981388117541,3.3610630075824535,30.430407560032783,6.96547366048076,17.278643091885847
3,1.63385060327344,1.7982366741594376,10.867385609094029,7.4000221151058385,8.087895927225771,4.447288435106246
4,1.0471349301532729,4.79522962117553,3.496261058068763,3.763111551125598,2.5529515830871983,158.13031865257918
5,2.4320532273812376,1.8598777239770188,3.8140281310963546,1.4197142267133491,45.75337296356151,13.6406925498455
6,1.078406459641482,2.003078540801751,1.9802860020448374,14.839854937125603,6.644796892870098,95.7313730932652
7,1.1504276339740924,3.005337058254234,6.169907323681243,3.1970909323565815,17.607942379857203,45.19887775444522
8,0.6291028783053602,1.0086690192322214,1.722870587017291,7.074093537841291,30.10457619392189,233.67002041068838
9,1.0487448957143806,1.8014021006229333,3.3679821189406898,10.777295685812275,31.47356139914781,647.1264499352495
10,1.3546887317785736,2.4181636023086406,4.7627994798330615,11.153987510338856,21.769360990833558,57.547113101155006
11,1.382636881473314,2.4759438913328227,4.8979886924537235,18.333331931087095,32.75050101805478,48.566116124738045
12,1.8429123930425007,3.4589542915741855,7.304912245611224,8.368050173179732,60.695882740928106,90.28048686274664
13,1.1629911583498906,2.0282321073766694,3.870366045694685,11.501155225034138,18.63440388505328,32.0802730238856
14,1.4079727453047044,2.5285218003462666,5.021645077962547,8.220632865282287,21.283759997599255,8.032619746464865
15,1.8504580633394425,3.4755382146953244,7.347158884901816,18.466908636027355,13.398002077820705,21.511479568214153
16,1.2199654422815787,2.142933287066203,4.129199176868453,2.195694377421611,27.79786502826478,59.23751159960507
17,0.9141817602276332,1.5399415475068308,2.8053703440466258,10.131403736716967,7.138925061594206,100.90219882831389
18,1.831578856518636,3.4340725558326506,7.24162495008753,3.3935968495926145,94.85380369276892,402.5667734689329
19,0.4879223047784853,0.7586351396709485,1.2460039017502054,9.05261809231568,4.249306578192145,236.89993275620964
20,1.3055938946220185,2.317227223849605,4.528426705276395,5.682570015206033,54.56785497389293,16.287867372494798
21,0.6545340332241428,1.054695948579563,1.8131103666639141,18.133695308457423,11.176004426291367,8.666838871328387
22,1.4471401097749919,3.2825191611019515,6.858695141816024,16.937810509251324,17.209934932228542,6.076348789945707
23,1.7622203745773546,1.8256498743761211,3.4210690538119968,7.208596925093458,34.79331716358251,23.728191119064174
24,1.0610627591886228,5.864981422484303,2.4792972257857846,4.905857183183208,18.02973301890006,39.92901039074082
25,2.8806125819607935,1.3842554691643523,3.3173926086981385,6.9464193997446575,195.04124735361452,9.612702363696881
26,0.832408485349794,1.7782305824659832,5.77855904893413,42.09661216339753,9.686570869945365,597.3150347822772
27,1.036949250410385,2.8450246294351227,13.933479582275778,12.048556154574518,88.81062058221937,208.2884403430924
28,1.5586548520612205,2.6101702426851,5.214864552224146,4.3650294144815085,61.29335410603333,30.75569462783227
29,0.7719856408819518,1.2708629207564905,2.2462617039545725,24.224729656232736,11.12687077832682,17.442014383808992
30,2.1508330295159506,4.1471408344632135,9.100509048753095,4.888292646251077,4.639010092764438,9.23378688727339
31,1.149031107654695,1.3806411441555109,2.4718102503745025,5.2395115469130005,12.118811182679257,484.39415718159773
32,0.8304941756692026,1.4521002863986985,2.620541768789995,2.364974776785318,10.137916247894827,84.15335655645016
33,0.8682057082226057,1.306096644144086,1.3288618033335096,4.53080663329851,22.20650684287192,68.22602225793258
34,0.7908425937748252,0.8029865180140557,2.3182571792625133,13.734647056373348,22.23678338117658,8.77086510584363
