,t=0,t=2
0,2.4913065991533774,5.240668185339858
1,1.6678399008155806,1.237266355181065
2,0.7681429552390648,1.1746450075908184
3,1.5817135277780667,5.710110282293487
4,0.6540321515131805,2.531927190047337
5,1.556846042399827,6.015278005560285
6,2.1842237290544233,6.200586915918061
7,1.3374023566903501,1.4891363504699013
8,0.629711051231872,4.099065139726648
9,1.9548351587707533,5.913768580524995
10,0.8848935273970674,1.2047733052681486
11,1.383642281514771,2.9860509598967
12,0.6391920436346398,1.3331594620597198
13,1.7497500586046266,0.9101510336079375
14,1.0717313626281744,1.5082660492170081
15,0.7969378010234968,2.8419323864253463
16,0.8147228827661532,6.260482600702663
17,0.7470612621988356,1.6587856741884228
18,1.394823506235356,2.308096603389516
19,0.46316597884079574,2.8936988415503806
20,1.8006110412630196,1.397946797887776
21,1.0857208099194586,0.5656844547936228
22,1.8306468623397743,1.8391451190079713
23,0.8775131780671237,1.2394116119691168
24,1.7838903340615253,4.150469349163163
25,2.261121055308226,1.4849640999332168
26,1.4466314530481277,2.5819045899743784
27,0.6414763520038457,14.076315163640778
28,1.950333203389896,4.228368454307648
29,1.1913025330938398,1.4428514156540895
30,0.6903172431051549,4.807752519772074
31,0.8991687349166051,2.4004753734543356
32,2.740783163823712,1.180317847442049
33,2.0956082538136585,3.2820393624341984
34,0.7305016953415768,7.007320611355059
35,0.5207903286235486,6.730105388143167
36,0.723834502225645,23.458985078846823
37,1.0508421793962899,5.060970144694722
38,1.5596164331091775,1.8088637565562649
39,1.3643227260791508,2.5787096268650544
40,1.587934033573698,2.759738047621924
41,2.531902574438219,1.5435733275597245
42,1.4734839960056734,1.7138817222141427
43,0.6898847537525739,1.5304757000740348
44,0.8537703435847824,6.285233966436525
45,2.9789932372637185,2.3155002169459022
46,1.8402236659356837,2.9361503318965156
47,0.7896713488017396,2.943505016552239
48,0.8058990394460086,14.488978197132353
49,0.8787829294233048,1.5655975705775744
50,0.6548563447491992,3.780389532460036
51,0.7455778241604938,4.151845988672401
52,1.0854241280168413,6.294497955448465
53,1.4573677891282921,1.6827164880648182
54,0.7852593807616335,1.9161158440543065
55,0.7593534398477633,1.6051334306424314
56,0.7538396137815067,6.315361596218295
57,1.1544916245299615,2.7981883564868943
58,0.7505489497673408,0.9762784865163867
59,1.8725714197424879,5.245978615063192
60,1.080558201402697,0.9799206774354126
61,2.225831369190108,3.1933906113172874
62,1.1678290819319348,2.887989383933944
63,0.7571832670036515,1.0461701265785064
64,0.39522867088831665,5.651795325436812
65,0.44789817447328345,2.237595896060357
66,0.86552406729843,2.652727396211674
67,0.35982361544147795,2.9687993425013746
68,2.173271508751344,2.5684735895408304
69,0.8096230047596868,1.6989865338831478
70,1.3547343811609898,0.7719435572140986
71,1.2031388468342308,1.2260661476893633
72,1.6432366914643157,14.219030919160799
73,1.0350275207413955,4.691104945180247
74,0.6319355478224159,2.5220185511967697
75,0.6876717528581131,5.384023998811762
76,1.7175154513526039,1.0584991683545613
77,1.954625836072286,2.6281614798544566
78,1.9132030482007258,5.000021752141248
79,3.379550053426367,13.114361103686173
80,1.263926184085408,1.669799145056009
81,0.6861565035361605,5.1047958474384405
