,t=0,t=2,t=4,t=6,t=8,t=10,t=12,t=14,t=16,t=18,t=20,t=22,t=24,t=26,t=28,t=30,t=32,t=34,t=36,t=38,t=40,t=42,t=44,t=46,t=48,t=50
0,0.6749660851001597,1.1482476831239952,1.7465292811478366,2.4698108791716336,3.3180924771954996,4.291374075219335,5.389655673243079,6.612937271266937,7.961218869290989,8.572584769959036,10.099033605297631,11.750482440636425,13.526931275975091,15.428380111313965,17.454828946652473,19.606277781990986,21.882726617329777,24.284175452668382,26.810624288007187,29.462073123344847,32.23852195868366,35.13997079402175,38.16641962935968,41.3178684646983,44.594317300036515,47.98557728965007
1,0.45954525191011025,0.8609940872488259,1.3874429225875717,2.0388917579263137,2.8153405932650877,3.716789428603771,4.743238263942504,5.894687099281234,7.171135934620089,8.575598496955855,10.102304638262103,11.754010779568398,13.530716920874964,15.432423062181403,17.459129203487382,19.610835344793873,21.887541486100723,24.28924762740688,26.815953768713392,29.467659910018902,32.24436605132458,35.14607219263143,38.17277833393876,41.32448447524525,44.60119061655166,49.989328690203735
2,1.2875039341324777,1.9173450868202218,2.6721862395079845,3.5520273921957464,4.556868544883564,5.686709697571271,6.941550850258958,8.321392002946611,9.82623315563452,9.434500467314793,11.032782065338624,12.756063663362555,14.604345261386174,16.577626859409975,18.675908457433476,20.899190055457186,23.247471653481465,25.720753251505613,28.319034849528617,31.042316447552416,33.890598045575814,36.86387964359969,39.962161241624486,43.185442839648495,46.53372443767179,52.42753037021554
3,1.0542182185619906,1.166446336787209,2.3309695119928615,3.1568451587082533,4.107720805423703,10.575300786242893,12.263785163954411,14.077269541665133,16.01575391937609,29.113130760290552,31.873460015465163,34.75878927063732,37.76911852581117,40.90444778098319,44.16477703616129,47.550106291336974,51.06043554651321,25.8066179528127,28.409128678814433,31.136639404816187,35.90329423070381,38.96176211398799,42.14522999727332,45.45369788055977,48.887165763845836,47.97844795369669
4,0.9474117674485941,1.6300938652774528,1.3886555078118803,2.0403616491180685,2.817067790424369,4.326489240793733,5.428999966795337,6.656510692797092,8.00902141879854,9.486532144799863,11.08904287080154,12.81655359680298,14.669064322804617,16.64657504880648,18.749085774807707,20.976596500809965,23.32910722681126,27.2833935132533,29.95756891006487,32.756744306875476,66.35175256722118,70.4870818223905,74.74741107755302,79.13274033273206,83.64306958791542,88.2549112593146
5,0.6889356107856044,1.4965871642606257,2.5707761681331105,3.4349581761844674,4.42414018423582,4.943288751508709,6.117464148320808,7.416639545132619,8.84081494194438,10.42083997822544,12.097406270097007,13.898972561968534,15.825538853840083,17.877105145712054,20.053671437583194,22.355237729454625,24.781804021325918,27.47789058084967,30.161358464134707,32.96982634741904,33.98915013081822,36.96666085682036,40.06917158282187,43.29668230882294,46.6491930348249,50.109005269696304
6,0.4602432251994954,0.8619493665056691,2.2258723315722118,3.0343402148573695,3.967808098142598,4.964574810738864,6.141141102610392,7.44270739448205,8.869273686353747,10.389990338756302,12.064165735568112,13.86334113238027,15.787516529192544,17.83669192600411,20.01086732281625,22.31004271962934,24.734218116441777,54.69576480168896,58.45609405686756,62.34142331204616,35.738069188811075,38.78963548068255,41.96620177255342,45.26776806442372,48.694334356295684,52.2278318792087
7,1.808502407071564,2.543405263823284,5.677065583567202,6.930895259136316,8.309724934705514,5.820829596607179,7.089649371439597,8.483469146272029,10.002288921104807,11.646108695937365,13.414928470770025,15.308748245602779,17.32756802043555,19.47138779526752,20.177486930995148,22.48595481427992,24.919422697565185,27.333370313198596,30.00993660506949,32.81150289694022,35.680919703688204,38.73009510049937,41.90427049731178,45.20344589412306,48.62762129093537,52.158739873262114
8,1.217412152030296,1.8315941600816787,2.942429677730229,3.862605268750846,4.907780859771407,3.718773931730624,4.7454800730368945,5.897186214343121,7.173892355649576,10.510147514568938,12.193615397854272,14.002083281139528,15.935551164424552,17.994019047709806,21.740207570099734,24.134027344932708,26.652847119765315,29.296666894598093,32.06548666943069,34.9593064442638,37.9781262190957,41.12194599392749,44.39076576875869,47.78458554359062,51.3034053184224,54.92869505687823
9,0.9839365650018017,1.5424044482870225,3.4033081205748967,4.388210977326521,5.498113834078293,5.026275981427839,6.209743864713044,7.518211747998311,8.951679631283602,17.078873312550698,14.782530974588282,16.767433831340117,18.877336688092175,21.112239544843785,23.472142401595555,25.95704525834703,28.56694811509872,31.301850971850957,34.161753828602,37.146656685353626,40.25655954210524,43.491462398856385,46.85136525560826,50.33626811235963,53.94617096911194,49.459467791865634
