,t=0,t=2,t=4,t=6,t=8,t=10,t=12,t=14,t=16,t=18,t=20,t=22,t=24,t=26,t=28,t=30,t=32,t=34,t=36
0,0.466381540719302,0.8703422048956865,1.3993028690721283,2.0532635332485585,2.832224197424992,3.7361848616014735,4.765145525777935,5.919106189954351,7.198066854130868,8.60202751830741,10.130988182483984,11.784948846660491,13.563909510836927,15.46787017501343,17.49683083918974,19.65079150336582,21.929752167542382,24.33371283171818,26.862673495894867
1,1.3725173724358555,2.020789805304799,2.7940622381733795,3.692334671042161,4.715607103911078,5.863879536780009,7.137151969648898,8.535424402517616,10.058696835386424,11.706969268255227,13.480241701123848,15.378514133992725,17.401786566861194,19.550058999729707,21.823331432598607,24.22160386546757,26.74487629833624,29.393148731204835,32.166421164073455
2,1.1932900810554257,1.8019791694339833,2.535668257812626,3.3943573461912715,4.378046434569926,5.486735522948398,6.720424611327092,8.079113699705943,9.562802788084362,11.171491876463188,12.905180964841854,14.763870053220648,16.74755914159955,18.856248229978434,21.089937318357215,23.448626406736018,25.932315495114644,28.541004583492924,31.274693671871233
3,1.4454739566063957,2.1091132825130567,2.8977526084197613,3.8113919343265734,4.8500312602333375,6.0136705861400035,7.302309912046815,8.715949237953517,10.254588563860219,11.918227889766822,13.706867215673569,15.620506541580236,17.659145867487176,19.82278519339384,22.111424519300762,24.52506384520785,27.06370317111462,29.72734249700863,32.51598182291492
4,1.2946395665077943,1.9260507121421437,2.682461857776449,3.5638730034107438,4.570284149044967,5.70169529467926,6.958106440313522,8.3395175859477,9.845928731581754,11.47733987721615,13.233751022850441,15.115162168484828,17.121573314119328,19.2529844597533,21.509395605387656,23.890806751021604,26.39721789665613,29.028629042290756,31.78504018792591
5,0.3430974101565895,0.6984699977079322,1.178842585259373,1.7842151728108426,2.5145877603623266,3.3699603479137683,4.350332935465199,5.455705523016625,6.686078110568101,8.04145069811964,9.52182328567113,11.127195873222655,12.857568460774106,14.71294104832575,16.69331363587733,18.798686223428703,21.029058810980096,23.384431398531067,25.86480398608249
6,2.7011094396811406,3.5853620544748166,4.59461466926845,5.728867284062104,6.988119898855722,8.372372513649367,9.881625128442934,11.515877743236317,13.275130358030202,15.159382972823872,17.16863558761718,19.302888202410802,21.56214081720426,23.94639343199776,26.455646046791568,29.089898661584865,31.849151276388806,34.73340389118233,37.74265650597657
7,0.44088216548183384,0.8353769566616358,1.354871747841289,1.9993665390209743,2.768861330200641,3.663356121380311,4.682850912560038,5.827345703739628,7.096840494919289,8.491335286099021,10.010830077278676,11.655324868458202,13.424819659637865,15.319314450817515,17.338809241997442,19.483304033177117,21.752798824356738,24.14729361553648,26.666788406716247
8,1.1369520837857547,1.7325918599668164,2.4532316361479234,3.29887141232895,4.269511188509935,5.365150964690938,6.5857907408721115,7.931430517053384,9.402070293234393,10.997710069415364,12.718349845596517,14.563989621777568,16.534629397958593,18.630269174139958,20.850908950320907,23.196548726501973,25.667188502683,28.26282827886432,30.98346805504654
9,1.044768903758415,1.6183385917066577,2.3169082796549616,3.140477967603299,4.089047655551572,5.162617343499871,6.3611870314481145,7.684756719396553,9.133326407345002,10.706896095293333,12.405465783241805,14.229035471190054,16.177605159138523,18.25117484708674,20.449744535034974,22.773314222983103,25.22188391093128,27.795453598879604,30.494023286827442
10,1.2381954605042325,1.8570666182091962,2.6009377759142223,3.4698089336191917,4.463680091324208,5.582551249029206,6.826422406734327,8.195293564439252,9.689164722144541,11.308035879849545,13.051907037554574,14.92077819525975,16.914649352964677,19.033520510669586,21.277391668374477,23.64626282607956,26.140133983784676,28.759005141489357,31.502876299194497
11,0.8868464665861303,1.4202090969217018,2.0785717272572306,2.8619343575927556,3.770296987928319,4.80365961826385,5.962022248599453,7.245384878934983,8.653747509270454,10.187110139605952,11.845472769941399,13.628835400277035,15.53719803061242,17.570560660948246,19.728923291283852,22.01228592161973,24.420648551955058,26.954011182290394,29.612373812625606
12,1.1572575115715646,1.757637031439013,2.4830165513064673,3.333396071173901,4.308775591041228,5.409155110908645,6.63453463077612,7.984914150643414,9.460293670510774,11.060673190378072,12.786052710245691,14.63643223011302,16.6118117499803,18.712191269847665,20.937570789715174,23.287950309582868,25.763329829451205,28.363709349318246,31.089088869185417
13,1.0240116754176234,1.5924789854825798,2.285946295547659,3.1044136056126366,4.047880915677502,5.116348225742447,6.309815535807377,7.628282845872241,9.071750155937195,10.64021746600211,12.333684776067091,14.152152086131933,16.095619396197055,18.16408670626176,20.357554016326763,22.67602132639166,25.119488636456488,27.68795594652144,30.381423256586494
14,2.1425511128569044,2.9369239011296937,3.8562966894025297,4.900669477675374,6.070042265948272,7.3644150542210305,8.783787842493835,10.328160630766451,11.997533419039334,13.791906207312095,15.71127899558483,17.75565178385771,19.92502457213049,22.219397360403384,24.638770148676215,27.18314293694946,29.852515725221917,32.64688851349441,35.566261301767724
15,1.6223774681278178,2.3217403788331374,3.1461032895384253,4.095466200243813,5.169829110949083,6.369192021654405,7.693554932359681,9.14291784306495,10.717280753770378,12.416643664475828,14.241006575180851,16.190369485885874,18.26473239659143,20.464095307296624,22.788458218001864,25.237821128706983,27.812184039412266,30.511546950117335,33.3359098608232
16,1.179763758087642,1.7853484103490207,2.515933062610441,3.3715177148719895,4.352102367133353,5.457687019394866,6.688271671656423,8.043856323918034,9.524440976179454,11.13002562844086,12.860610280702257,14.71619493296366,16.69677958522479,18.80236423748586,21.03294888974755,23.388533542008595,25.869118194269948,28.474702846531205,31.20528749879233
17,1.5803131941658923,2.2713657365531605,3.087418278940465,4.028470821327768,5.0945233637149965,6.285575906102254,7.601628448489501,9.042680990876798,10.608733533264118,12.299786075651397,14.115838618038397,16.05689116042564,18.12294370281249,20.313996245199696,22.630048787586745,25.071101329974187,27.637153872361164,30.328206414748536,33.14425895713578
18,0.5602132001867453,0.9969501572697288,1.5586871143526486,2.2454240714356146,3.057161028518554,3.9938979856015635,5.055634942684479,6.242371899767436,7.554108856850453,8.990845813933442,10.552582771016361,12.23931972809927,14.051056685182168,15.987793642265267,18.049530599348593,20.236267556431603,22.548004513514513,24.98474147059727,27.54647842768035
19,1.8724672657266297,2.619157894449099,3.4908485231714885,4.487539151893971,5.609229780616412,6.855920409338999,8.227611038061424,9.724301666783811,11.345992295506244,13.092682924228457,14.964373552951004,16.961064181673517,19.08275481039622,21.329445439118818,23.70113606784124,26.19782669656339,28.819517325285815,31.56620795400886,34.437898582730966
20,1.9922223535423025,2.760452888793271,3.6536834240442277,4.671913959295151,5.815144494546035,7.083375029797071,8.476605565047969,9.994836100298748,11.638066635549654,13.406297170800611,15.299527706051382,17.31775824130227,19.46098877655309,21.729219311803828,24.12244984705524,26.64068038230619,29.283910917557094,32.0521414528086,34.94537198805909
21,0.599045577260391,1.0485357506693365,1.623025924078257,2.322516097487236,3.147006270896095,4.096496444305019,5.1709866177141155,6.370476791123119,7.694966964532131,9.144457137941094,10.71894731134973,12.41843748475856,14.24292765816752,16.19241783157627,18.26690800498517,20.46639817839406,22.790888351802533,25.240378525211604,27.814868698629315
22,1.2598015396141071,1.8835059452485299,2.6322103508829224,3.505914756517207,4.504619162151599,5.628323567785975,6.877027973420489,8.250732379054838,9.749436784689257,11.373141190323686,13.121845595958087,14.995550001592534,16.994254407226954,19.11795881286144,21.36666321849601,23.740367624130275,26.23907202976508,28.86277643539921,31.611480841033597
23,1.3982150153363395,2.051945726509274,2.8306764376821985,3.734407148855142,4.763137860028053,5.9168685712010305,7.1955992823739585,8.599329993547135,10.128060704720141,11.78179141589292,13.560522127066035,15.46425283823915,17.492983549412262,19.646714260585707,21.925444971759045,24.329175682932103,26.85790639410449,29.511637105277657,32.29036781645003
24,0.8267791337493964,1.343916113588582,1.9860530934277825,2.7531900732670036,3.645327053106202,4.662464032945365,5.804601012784663,7.071737992623782,8.463874972463142,9.981011952302433,11.623148932141584,13.3902859119807,15.282422891819959,17.29955987165858,19.44169685149747,21.70883383133676,24.100970811175696,26.618107791014804,29.26024477085494
25,1.0506393724820926,1.625642877953461,2.3256463834248997,3.1506498888963255,4.100653394367793,5.175656899839337,6.375660405310828,7.700663910782399,9.150667416253722,10.725670921725136,12.42567442719655,14.250677932667967,16.20068143813983,18.275684943611793,20.475688449083073,22.800691954554736,25.250695460026066,27.825698965497246,30.525702470968554
26,5.261041397117715,6.4703894032978,7.804737409477884,9.264085415658226,10.848433421838239,12.557781428018265,14.39212943419829,16.351477440378613,18.435825446558603,20.645173452738195,22.97952145891828,25.4388694650985,28.023217471279146,30.732565477459406,33.566913483638665,36.52626148981768,39.61060949599808,42.81995750217835,46.15430550835723
27,0.6361847885448731,1.0974907528134819,1.683796717082011,2.395102681350607,3.231408645619248,4.192714609887901,5.2790205741565,6.490326538425104,7.82663250269362,9.287938466962176,10.874244431230798,12.585550395499403,14.421856359768164,16.383162324036846,18.46946828830545,20.680774252574295,23.017080216842896,25.478386181111805,28.064692145380143
28,1.867676769941136,2.6134916259813608,3.4843064820215446,4.480121338061866,5.600936194102018,6.846751050142284,8.217565906182404,9.713380762222805,11.334195618262736,13.080010474302899,14.95082533034324,16.946640186383632,19.067455042423745,21.31326989846382,23.68408475450413,26.17989961054419,28.80071446658479,31.54652932262529,34.41734417866646
