,t=0,t=2,t=4,t=6,t=8,t=10,t=12,t=14,t=16,t=18,t=20,t=22,t=24,t=26,t=28,t=30,t=32,t=34,t=36,t=38,t=40
0,0.6556677892965426,1.0810134307259422,1.7822898371501221,2.9384991650616743,4.844766077370865,7.9876688833265606,13.169439591247645,21.71273517728687,35.79824833186592,59.021333478543575,97.30972793114394,160.43661828609135,264.51526516743047,436.111944106358,719.0270386544191,1185.475172837857,1954.5181333443984,3222.455620413516,5312.931125262039,8759.54255598266,17551.57490299185
1,1.7504438930761776,2.8859940796813053,4.75819982628429,7.844945263835337,12.934128123961644,21.32477215593295,35.158605446313835,57.966740647481714,95.57099829864602,157.56993775699783,259.788908002817,428.3194985161332,706.1794678590487,1164.2931095907445,1919.5948151115692,3164.8768027996366,5217.999703920494,8603.027102359185,14183.993776066598,23385.4522420755,46857.64285565503
2,0.8662100892234693,1.4281389989976547,2.3546031451634684,3.8820842894878185,6.400474942728416,10.552599180657722,17.39829473032029,28.684938595784292,47.2934684115896,77.97374733536037,128.5569757879879,211.95462047850404,349.45409120601937,576.1523933044526,949.914706005678,1566.1445811421645,2582.135883920406,4257.222355656928,7018.973051870783,11572.330169088411,23187.582966440546
3,1.474870184449102,2.431649844622234,4.009112821722685,6.609909585809753,10.897898531527153,17.967597114857675,29.623559546631206,48.84099273837461,80.52518360985553,132.76358304458222,218.89014333993495,360.88883527110085,595.0050990695555,980.9975630108705,1617.3915486407284,2666.627849294204,4396.52605617203,7248.646025997213,11950.996886835366,19703.862773393783,39480.80863073319
4,1.0987510244016983,1.8115341851342894,2.9867149436308917,4.924260457081256,8.11873295805618,13.385527719079246,22.069004269988504,36.38563676309623,59.989773279275944,98.9064152300045,163.06911059838072,268.85551123766027,443.2678001224171,730.8250506781554,1204.926806213378,1986.5884550404426,3275.3306419519154,5400.107297961162,8903.271766210051,14679.013539772179,29412.472626139555
5,2.72997116809023,4.500961533227448,7.420831018433963,12.234881946361384,20.171910109467547,33.25785726812514,54.83293669585788,90.40422906540064,149.05137542134796,245.7441730842456,405.1636453145456,668.0019201443937,1101.3489746104126,1815.8174809036939,2993.776904474528,4935.903662137129,8137.9293578908355,13417.177231807564,22121.18549483155,36471.66905842502,73078.61423413153
6,1.0488546777392587,1.7292690170617722,2.851082611191954,4.700640545594653,7.750046053436158,12.777665777203588,21.06680935676891,34.73329669228427,57.265525058098426,94.41488924108378,155.66383616254595,256.6462777599317,423.1381771887433,697.6369131762699,1150.2088179790985,1896.3737439486933,3126.591728844959,5154.878288140797,8498.957481526573,14012.411978566468,28076.797029248966
7,2.270184675699647,3.742901763242923,6.1710017511986575,10.174261848727413,16.774521923667223,27.65651110137097,45.59787812617703,75.17819156540764,123.94788352663635,204.35551202859384,336.92527946630236,555.4958748925882,915.8578647214243,1509.9943425039519,2489.5597911226864,4104.590182303066,6767.3251410688345,11157.432905822134,18395.496958235453,30329.047120137308,60770.58691858928
8,3.963490086248529,6.534690411405881,10.773883078723753,17.76313019992512,29.286450594827958,48.285194038994376,79.60882647195913,131.2527655397738,216.3992263836077,356.7820075016528,588.2340847709705,969.8340477125747,1598.9860235126382,2636.282268517075,4346.494651672984,7166.158185196334,11814.997429133184,19479.637574676122,32116.492814892496,52951.14484419165,106098.68939985803
9,1.048590517736511,1.7288334908463787,2.850364549856694,4.699456662597471,7.74809416035675,12.774447649565513,21.06150356128107,34.72454891440544,57.25110241063821,94.3911103154333,155.62463134203088,256.58163993842624,423.0316074375378,697.4612093606224,1149.9191313608899,1895.896131459395,3125.8042789747506,5153.580002790384,8496.81697085407,14008.882873090719,28069.725728585905
10,1.5050818604015537,2.48146047738859,4.091236671471637,6.745308923722484,11.121134299983044,18.335650674691884,30.23037727948704,49.84146604197156,82.1746852262635,135.48315144560593,223.37395360982373,368.28138863684853,607.1933590484608,1001.092606490874,1650.5226742618422,2721.2518408279407,4486.5857929042195,7397.129429580909,12195.80463266984,20107.48251118263,40289.545161760805
11,0.8146187669475944,1.3430792885778198,2.2143633913146465,3.6508680243194935,6.019263768213433,9.924088208606411,16.36205532183113,26.976468641470692,44.4766776575603,73.32964450407924,120.90014466673463,199.33064014273668,328.6406663055492,541.8368569549375,893.3379513107692,1472.8652822495114,2428.3443197201395,4003.6629325057693,6600.924237534849,10883.084196702044,21806.534557392406
12,0.6418522660309925,1.0582354836521182,1.7447353513065371,2.8765822854410352,4.742682400925023,7.819361354578958,12.891947388582883,21.255227880300524,35.04394631982363,57.777699706757446,95.25932247863895,157.05607120298956,258.941685284916,426.92266440010974,703.8764777403032,1160.4961207957365,1913.3346389205944,3154.555517155166,5200.982780737298,8574.970939145216,17181.747079543627
13,0.9254544039291739,1.5258163608208408,2.5156458892671436,4.147598887183404,6.838234507630317,11.274342686763758,18.588248600826923,30.646840853240064,50.52809839449019,83.30675059101193,137.3496116922913,226.45122631944753,373.3549536089398,615.5582535362138,1014.8839859600034,1673.2608149448831,2758.740697028224,4548.39446753585,7499.034706159834,12363.818029762286,24773.49437478682
14,1.4283117419473976,2.354887950139055,3.8825538535090676,6.401249122918105,10.553875588003933,17.400399170262496,28.68840823067996,47.29918887244301,77.98317878084633,128.57252561277215,211.9802578053779,349.4963600121606,576.2220827842336,950.0296045333477,1566.3340167886977,2582.4482105002867,4257.737295132677,7019.8220435371595,11573.729919707415,19081.854699957243,38234.48540992224
15,1.93717902202018,3.1938682587580356,5.265798534027426,8.681834050271334,14.31392446736876,23.59967173654238,38.90928077357193,64.15055883902056,105.76639088517733,174.37929837754893,287.50285840478114,474.01207803896574,781.513795631485,1288.498418203021,2124.3747493544506,3502.5018361983457,5774.649278005535,9520.787095479314,15697.124198121404,25880.182554260184,51856.35661921178
