fid,area,perimeter,depth
16358,8,16,0.266113281
16359,2,6,0.0625
16360,5,10,0.166015625
16361,1,4,0.226074219
16362,1,4,0.163574219
16363,5,10,0.219726563
16364,3,8,0.093261719
16365,1,4,0.006835938
16366,6,12,0.251953125
16367,1,4,0.15625
16368,3,8,0.259765625
16369,2,6,0.274902344
16370,1,4,0.027832031
16371,1,4,0.049316406
16372,1,4,0.241699219
16373,4,10,0.120605469
16374,15,22,0.34765625
16375,6,12,0.383789063
16376,6,12,0.450683594
16377,26,40,0.440429688
16378,1,4,0.172363281
16379,64,50,0.5
16380,1,4,0.009277344
16381,8,14,0.17578125
16382,5,10,0.05078125
16383,5,10,0.157226563
16384,9,16,0.277832031
16385,1,4,0.250488281
16386,1,4,0.013183594
16387,1,4,0.011230469
16388,1,4,0.093261719
16389,1,4,0.084960938
16390,1,4,0.051269531
16391,1,4,0.086914063
16392,1,4,0.002441406
16393,3,8,0.213867188
16394,1,4,0.056152344
16395,2,6,0.139160156
16396,1,4,0.059082031
16397,7,12,0.270507813
16398,37,44,0.967285156
16399,14,16,0.397949219
16400,124,78,1.34765625
16401,502,212,2.788085938
16402,1,4,0.130859375
16403,2,6,0.126953125
16404,1,4,0.077148438
16405,21,30,0.482421875
16406,1,4,0.125488281
16407,2,6,0.159667969
16408,1,4,0.14453125
16409,2,6,0.062988281
16410,1,4,0.032226563
16411,1,4,0.080078125
16412,8,16,0.471679688
16413,1,4,0.005859375
16414,1,4,0.009765625
16415,1,4,0.00390625
16416,1,4,0.038574219
16417,1,4,0.012207031
16418,1,4,0.019042969
16419,1,4,0.071777344
16420,1,4,0.000976563
16421,1,4,0.048339844
16422,2,6,0.055664063
16423,1,4,0.015136719
16424,1,4,0.085449219
16425,1,4,0.020507813
16426,1,4,0.005371094
16427,1,4,0.132324219
16428,1,4,0.022460938
16429,4,10,0.292480469
16430,1,4,0.029785156
16431,1,4,0.145019531
16432,1,4,0.005859375
16433,1,4,0.159179688
16434,1,4,0.12890625
16435,1,4,0.005371094
16436,1,4,0.028808594
16437,1,4,0.033203125
16438,1,4,0.00390625
16439,4,10,0.06640625
16440,11,18,0.193847656
16441,1,4,0.022949219
16442,1,4,0.014648438
16443,1,4,0.114746094
16444,1,4,0.000976563
16445,1,4,0.05859375
16446,3,8,0.103027344
16447,1,4,0.051757813
16448,1,4,0.154296875
16449,1,4,0.048828125
16450,1,4,0.081054688
16451,1,4,0.19921875
16452,1,4,0.006347656
16453,6,12,0.261230469
16454,1,4,0.034667969
16455,8,14,0.198730469
16456,1,4,0.03125
16457,1,4,0.000488281
16458,1,4,0.047363281
16459,1,4,0.031738281
16460,1,4,0.101074219
16461,2,6,0.025390625
16462,3,8,0.02734375
16463,1,4,0.000976563
16464,1,4,0.038574219
16465,3,8,0.318359375
16466,1,4,0.104980469
16467,1,4,0.011230469
16468,189,90,3.248535156
16469,1,4,0.074707031
16470,1,4,0.05078125
16471,7,14,0.308105469
16472,5,10,0.131835938
16473,87,72,1.486816406
16474,64,46,1.053222656
16475,1,4,0.051757813
16476,1,4,0.086425781
16477,1,4,0.092285156
16478,1,4,0.021484375
16479,1,4,0.0078125
16480,12,18,0.271484375
16481,43,38,1.224609375
16482,7,12,0.255371094
16483,1,4,0.070800781
16484,4153,620,6.08203125
16485,1,4,0.020019531
16486,4,10,0.328613281
16487,34,32,0.528808594
16488,2,6,0.03125
16489,1,4,0.069335938
16490,3,8,0.154785156
16491,1,4,0.026367188
16492,1,4,0.03515625
16493,3,8,0.099609375
16494,1,4,0.007324219
16495,49,36,1.455566406
16496,1,4,0.068359375
16497,1,4,0.090332031
16498,1,4,0.051757813
16499,1,4,0.305664063
16500,1,4,0.099121094
16501,1,4,0.161621094
16502,1,4,0.048339844
16503,1,4,0.005371094
16504,1,4,0.171386719
16505,1,4,0.045410156
16506,5,12,0.228027344
16507,3,8,0.223632813
16508,1,4,0.020507813
16509,1,4,0.041992188
16510,1,4,0.088378906
16511,1,4,0.032714844
16512,1,4,0.065917969
16513,1,4,0.035644531
16514,1,4,0.002929688
16515,2,6,0.10546875
16516,1,4,0.092285156
16517,1,4,0.143066406
16518,1,4,0.02734375
16519,1,4,0.004882813
16520,1,4,0.060058594
16521,1,4,0.018066406
16522,2,6,0.05078125
16523,1,4,0.066894531
16524,2,6,0.031738281
16525,1,4,0.077636719
16526,5,12,0.172363281
16527,1,4,0.005371094
16528,2,6,0.195800781
16529,5,12,0.232910156
16530,37,44,0.986328125
16531,1,4,0.020996094
16532,2,6,0.0546875
16533,1,4,0.284179688
16534,1,4,0.038085938
16535,1,4,0.166015625
16536,1,4,0.025390625
16537,18,22,0.695800781
16538,4,10,0.078125
16539,25,36,0.696289063
16540,2,6,0.1484375
16541,65,38,1.959472656
16542,3,8,0.172363281
16543,1,4,0.062011719
16544,2,6,0.069335938
16545,1,4,0.039550781
16546,1,4,0.129394531
16547,2,6,0.044433594
16548,5,10,0.208007813
16549,1,4,0.040527344
16550,1,4,0.182128906
16551,1,4,0.020996094
16552,1,4,0.030761719
16553,1,4,0.127441406
16554,1,4,0.009277344
16555,1,4,0.078125
16556,1,4,0.029785156
16557,1,4,0.037109375
16558,1,4,0.321777344
16559,1,4,0.000488281
16560,1,4,0.048339844
16561,1,4,0.024414063
16562,3,8,0.186035156
16563,2,6,0.020996094
16564,1,4,0.107910156
16565,1,4,0.015625
16566,2,6,0.298339844
16567,1,4,0.012207031
16568,1,4,0.015625
16569,1,4,0.081054688
16570,16,22,0.599609375
16571,2,6,0.185546875
16572,1,4,0.1953125
16573,1,4,0.012207031
16574,1,4,0.008789063
16575,1,4,0.147949219
16576,1,4,0.020507813
16577,2,6,0.114746094
16578,1,4,0.022949219
16579,1,4,0.076171875
16580,1,4,0.155273438
16581,2,6,0.087402344
16582,1,4,0.145019531
16583,4,10,0.255859375
16584,1,4,0.079589844
16585,1,4,0.003417969
16586,1,4,0.066894531
16587,2,6,0.084960938
16588,1,4,0.0234375
16589,2,6,0.213867188
16590,31,32,0.513183594
16591,12,20,0.542480469
16592,1,4,0.05859375
16593,1,4,0.004394531
16594,1,4,0.083007813
16595,5,10,0.444824219
16596,8,14,0.424804688
16597,1,4,0.047363281
16598,1,4,0.074707031
16599,1,4,0.166503906
16600,60,40,1.565917969
16601,1,4,0.068847656
16602,2,6,0.276855469
16603,17,28,0.19140625
16604,33,36,0.855957031
16605,3,8,0.073242188
16606,3,8,0.315429688
16607,4,8,0.028808594
16608,40,34,0.379394531
16609,5,10,0.151367188
16610,1,4,0.033691406
16611,1,4,0.037109375
16612,1,4,0.012207031
16613,1,4,0.092773438
16614,1,4,0.025878906
16615,1,4,0.046875
16616,6,12,0.393554688
16617,5,10,0.250976563
16618,1,4,0.026367188
16619,1,4,0.015625
16620,1,4,0.021484375
16621,1,4,0.055175781
16622,2,6,0.401855469
16623,1,4,0.014160156
16624,1,4,0.021972656
16625,1,4,0.014160156
16626,1,4,0.064453125
16627,7,12,0.520507813
16628,53,38,1.290039063
16629,17,28,1.165039063
16630,1,4,0.148925781
16631,2,6,0.188476563
16632,7,14,0.64453125
16633,4,8,0.318847656
16634,1,4,0.004394531
16635,1,4,0.149414063
16636,2,6,0.114257813
16637,1,4,0.086914063
16638,1,4,0.0546875
16639,1,4,0.0703125
16640,1,4,0.272460938
16641,4,10,0.047851563
16642,19,24,0.509277344
16643,55,38,0.636230469
16644,1,4,0.057128906
16645,1,4,0.011230469
16646,5,10,0.1796875
16647,2,6,0.005859375
16648,1,4,0.083007813
16649,3,8,0.119628906
16650,24,26,1.481445313
16651,4,10,0.076171875
16652,1,4,0.015136719
16653,1,4,0.044921875
16654,1,4,0.047851563
16655,2,6,0.049804688
16656,1,4,0.108886719
16657,1,4,0.0703125
16658,1,4,0.032226563
16659,37,36,0.392089844
16660,7,12,0.193847656
16661,1,4,0.052734375
16662,1,4,0.091308594
16663,1,4,0.005371094
16664,1,4,0.027832031
16665,2,6,0.095214844
16666,1,4,0.009765625
16667,3,8,0.1640625
16668,5,12,0.23046875
16669,1,4,0.093261719
16670,1,4,0.065429688
16671,2,6,0.006835938
16672,1,4,0.042480469
16673,1,4,0.026367188
16674,1,4,0.009277344
16675,1,4,0.009277344
16676,10,16,0.243652344
16677,2,6,0.142578125
16678,1,4,0.121582031
16679,6,14,0.117675781
16680,2,6,0.086425781
16681,2,6,0.139648438
16682,2,6,0.041503906
16683,2,6,0.062988281
16684,1,4,0.188476563
16685,1,4,0.03125
16686,1,4,0.056640625
16687,1,4,0.098632813
16688,1,4,0.021484375
16689,1,4,0.09765625
16690,1,4,0.043945313
16691,1,4,0.003417969
16692,1,4,0.005859375
16693,1,4,0.085449219
16694,6,10,0.420410156
16695,3,8,0.1328125
16696,1,4,0.100097656
16697,33,34,0.270019531
16698,1,4,0.078613281
16699,6,12,0.287109375
16700,1,4,0.0703125
16701,7,14,0.273925781
16702,1,4,0.119628906
16703,2,6,0.136230469
16704,1,4,0.4140625
16705,1,4,0.001464844
16706,1,4,0.011230469
16707,1,4,0.04296875
16708,1,4,0.11328125
16709,1,4,0.029296875
16710,2,6,0.123046875
16711,1,4,0.053222656
16712,1,4,0.013671875
16713,1,4,0.017089844
16714,3,8,0.332519531
16715,1,4,0.014648438
16716,4,8,0.273925781
16717,2,6,0.068847656
16718,1,4,0.061035156
16719,1,4,0.057617188
16720,13,24,0.274414063
16721,8,16,0.270996094
16722,3,8,0.157226563
16723,11,18,0.305664063
16724,1,4,0.072265625
16725,2,6,0.080566406
16726,1,4,0.017578125
16727,1,4,0.073242188
16728,1,4,0.000976563
16729,1,4,0.033203125
16730,17,18,0.469238281
16731,1,4,0.056152344
16732,12,18,0.849121094
16733,230,106,1.615722656
16734,1,4,0.073730469
16735,1,4,0.131347656
16736,2,6,0.0859375
16737,2,6,0.138183594
16738,2,6,0.31640625
16739,1,4,0.020019531
16740,9,18,0.135742188
16741,5,10,0.275878906
16742,7,12,0.3125
16743,1,4,0.069335938
16744,1,4,0.035644531
16745,1,4,0.106445313
16746,7,14,0.376953125
16747,3,8,0.133789063
16748,41,36,0.372558594
16749,1,4,0.041992188
16750,1,4,0.004882813
16751,1,4,0.016113281
16752,1,4,0.079101563
16753,2,6,0.041015625
16754,1,4,0.202148438
16755,1,4,0.122558594
16756,1,4,0.060546875
16757,1,4,0.023925781
16758,1,4,0.120117188
16759,7,14,0.363769531
16760,4,10,0.325195313
16761,1,4,0.000976563
16762,7,16,0.416503906
16763,1,4,0.003417969
16764,1,4,0.052246094
16765,1,4,0.009765625
16766,18,22,0.737792969
16767,2,6,0.073730469
16768,3,8,0.092773438
16769,15,24,0.490234375
16770,7,14,0.293945313
16771,1,4,0.015136719
16772,1,4,0.197753906
16773,1,4,0.04296875
16774,1,4,0.077636719
16775,101,94,1.373046875
16776,3,8,0.157226563
16777,1,4,0.059570313
16778,5,12,0.412109375
16779,7,14,0.296386719
16780,2,6,0.026855469
16781,1,4,0.036132813
16782,1,4,0.037109375
16783,1,4,0.300292969
16784,1,4,0.273925781
16785,3,8,0.209960938
16786,42,34,0.635742188
16787,1,4,0.000488281
16788,1,4,0.081542969
16789,1,4,0.062988281
16790,8,18,0.312988281
16791,26,26,0.815429688
16792,6,14,0.280761719
16793,213,98,2.473144531
16794,68,76,0.947753906
16795,3,8,0.104003906
16796,2,6,0.129882813
16797,2,6,0.024414063
16798,3,8,0.104492188
16799,1,4,0.255859375
16800,3,8,0.155273438
16801,1,4,0.03125
16802,2,6,0.078613281
16803,2,6,0.046875
16804,27,48,0.553710938
16805,1,4,0.020996094
16806,1,4,0.004394531
16807,1,4,0.069335938
16808,15,22,0.703125
16809,4,10,0.036621094
16810,11,18,0.626464844
16811,10,18,0.329589844
16812,2169,362,7.541503906
16813,4,10,0.415039063
16814,2,6,0.166503906
16815,1,4,0.054199219
16816,1,4,0.038574219
16817,1,4,0.015136719
16818,1,4,0.064941406
16819,1,4,0.176757813
16820,1,4,0.106933594
16821,19,26,0.197265625
16822,2,6,0.152832031
16823,1,4,0.43359375
16824,7,14,0.330566406
16825,1,4,0.005371094
16826,3,8,0.234863281
16827,1,4,0.014160156
16828,1,4,0.026367188
16829,1,4,0.024414063
16830,2,6,0.078613281
16831,1,4,0.038085938
16832,1,4,0.021972656
16833,1,4,0.001464844
16834,1,4,0.109375
16835,1,4,0.025878906
16836,3,8,0.03515625
16837,2,6,0.190917969
16838,1,4,0.040039063
16839,2,6,0.186523438
16840,33,38,1.798339844
16841,1,4,0.116210938
16842,1,4,0.053222656
16843,2,6,0.025878906
16844,1,4,0.025390625
16845,2,6,0.209960938
16846,3,8,0.251953125
16847,10,16,0.723632813
16848,3,8,0.273925781
16849,1,4,0.057128906
16850,10,16,0.532714844
16851,9,16,0.3984375
16852,1,4,0.094726563
16853,4,10,0.34765625
16854,12,16,0.704101563
16855,7,14,0.208007813
16856,1,4,0.055175781
16857,1,4,0.006835938
16858,1,4,0.028808594
16859,4,10,0.146484375
16860,16,22,0.331542969
16861,5,10,0.250976563
16862,242,82,1.049804688
16863,1,4,0.171875
16864,1,4,0.11328125
16865,25,32,1.021484375
16866,1,4,0.129394531
16867,1,4,0.053710938
16868,3,8,0.067871094
16869,1,4,0.042480469
16870,10,16,0.605957031
16871,2,6,0.049804688
16872,1,4,0.079589844
16873,2,6,0.362304688
16874,2,6,0.123535156
16875,1,4,0.006835938
16876,2,6,0.45703125
16877,1,4,0.005371094
16878,11,16,0.116699219
16879,2,6,0.193359375
16880,1,4,0.008789063
16881,1,4,0.08203125
16882,2,6,0.095703125
16883,1,4,0.242675781
16884,2,6,0.094726563
16885,1,4,0.051757813
16886,1,4,0.015625
16887,2,6,0.285644531
16888,2,6,0.221191406
16889,1,4,0.120605469
16890,1,4,0.12890625
16891,1,4,0.114746094
16892,1,4,0.020996094
16893,1,4,0.033203125
16894,2,6,0.079101563
16895,1,4,0.01953125
16896,3,8,0.146972656
16897,1,4,0.038085938
16898,1,4,0.006347656
16899,6,12,0.254394531
16900,35,44,0.313964844
16901,30,34,0.892089844
16902,1,4,0.102539063
16903,2,6,0.278320313
16904,2,6,0.153808594
16905,27,28,0.328613281
16906,1,4,0.002929688
16907,2,6,0.153808594
16908,13,16,0.658691406
16909,1,4,0.049316406
16910,2,6,0.133789063
16911,1,4,0.020507813
16912,1,4,0.197265625
16913,1,4,0.000488281
16914,1,4,0.016601563
16915,2,6,0.0703125
16916,1,4,0.025390625
16917,2,6,0.104003906
16918,1,4,0.00390625
16919,1,4,0.041015625
16920,2,6,0.100585938
16921,2,6,0.196289063
16922,2,6,0.236816406
16923,1,4,0.045410156
16924,3,8,0.045898438
16925,2,6,0.127441406
16926,1,4,0.015136719
16927,1,4,0.056640625
16928,1,4,0.024414063
16929,1,4,0.048339844
16930,1,4,0.079101563
16931,1,4,0.012695313
16932,4,10,0.077636719
16933,1,4,0.175292969
16934,3,8,0.1796875
16935,1,4,0.104003906
16936,1,4,0.064941406
16937,1,4,0.014160156
16938,1,4,0.01171875
16939,1,4,0.357421875
16940,1,4,0.062011719
16941,1,4,0.057128906
16942,3,8,0.261230469
16943,1,4,0.015136719
16944,4,10,0.272460938
16945,1,4,0.111328125
16946,1,4,0.0234375
16947,1,4,0.104980469
16948,1,4,0.013671875
16949,8,16,0.354003906
16950,1,4,0.122558594
16951,1,4,0.035644531
16952,1,4,0.02734375
16953,1,4,0.067382813
16954,1,4,0.017089844
16955,1,4,0.045410156
16956,5,12,0.179199219
16957,2,6,0.125
16958,4,10,0.104980469
16959,1,4,0.001953125
16960,1,4,0.041503906
16961,1,4,0.033691406
16962,1,4,0.105957031
16963,1,4,0.154296875
16964,1,4,0.03125
16965,2,6,0.271484375
16966,1,4,0.130859375
16967,1,4,0.021484375
16968,1,4,0.021484375
16969,1,4,0.060546875
16970,1,4,0.085449219
16971,1,4,0.064453125
16972,1,4,0.028808594
16973,1,4,0.021484375
16974,3,8,0.223632813
16975,1,4,0.060058594
16976,1,4,0.020019531
16977,1,4,0.030273438
16978,1,4,0.030273438
16979,1,4,0.130859375
16980,1,4,0.014648438
16981,1,4,0.033691406
16982,1,4,0.004882813
16983,1,4,0.034667969
16984,1,4,0.190917969
16985,3,8,0.051757813
16986,1,4,0.0546875
16987,1,4,0.006835938
16988,3,8,0.217285156
16989,1,4,0.081542969
16990,1,4,0.127441406
16991,1,4,0.002441406
16992,1,4,0.002929688
16993,1,4,0.0703125
16994,1,4,0.182617188
16995,1,4,0.163085938
16996,4,10,0.213867188
16997,1,4,0.086914063
16998,6,12,0.572265625
16999,24,26,1.0703125
17000,4,10,0.229003906
17001,1,4,0.037109375
17002,1,4,0.007324219
17003,4,8,0.097167969
17004,6,12,0.245117188
17005,8,14,0.158691406
17006,4,10,0.232910156
17007,5,12,0.158691406
17008,3,8,0.06640625
17009,3,8,0.254394531
17010,1,4,0.000488281
17011,1,4,0.260253906
17012,1,4,0.078613281
17013,9,18,0.41796875
17014,4,8,0.08203125
17015,1,4,0.014648438
17016,7,12,0.150878906
17017,1,4,0.045898438
17018,4,10,0.183105469
17019,1,4,0.090820313
17020,1,4,0.013671875
17021,3,8,0.260253906
17022,1,4,0.06640625
17023,1,4,0.015625
17024,1,4,0.012695313
17025,1,4,0.062011719
17026,16,20,0.352539063
17027,5,12,0.133300781
17028,1,4,0.092773438
17029,1,4,0.231445313
17030,4,10,0.232421875
17031,1,4,0.026855469
17032,1,4,0.073242188
17033,8,18,0.320800781
17034,2,6,0.01171875
17035,9,14,0.442382813
17036,10,16,0.506835938
17037,1,4,0.163574219
17038,78,78,0.568359375
17039,25,30,0.599609375
17040,66,50,0.697265625
17041,1,4,0.024902344
17042,1,4,0.11328125
17043,1,4,0.023925781
17044,1,4,0.017578125
17045,1,4,0.000488281
17046,46,32,1.301757813
17047,1,4,0.033203125
17048,1,4,0.023925781
17049,1,4,0.009765625
17050,2,6,0.163085938
17051,1,4,0.075683594
17052,10,18,0.410644531
17053,1,4,0.004882813
17054,20,24,0.432617188
17055,1,4,0.000488281
17056,1,4,0.007324219
17057,1,4,0.081054688
17058,1,4,0.100585938
17059,1,4,0.084472656
17060,59,42,1.683105469
17061,1,4,0.025878906
17062,1,4,0.05859375
17063,1,4,0.057128906
17064,1,4,0.047851563
17065,2,6,0.2265625
17066,1,4,0.009277344
17067,2,6,0.162109375
17068,1,4,0.035644531
17069,1,4,0.206054688
17070,1,4,0.106445313
17071,1,4,0.00390625
17072,2,6,0.115234375
17073,4,10,0.183105469
17074,1,4,0.020996094
17075,1,4,0.001953125
17076,1,4,0.087402344
17077,1,4,0.057128906
17078,1,4,0.0078125
17079,1,4,0.01171875
17080,1,4,0.018554688
17081,1,4,0.019042969
17082,1,4,0.031738281
17083,1,4,0.110351563
17084,1,4,0.0078125
17085,6,12,0.115234375
17086,1,4,0.057128906
17087,1,4,0.050292969
17088,2,6,0.029785156
17089,1,4,0.000488281
17090,1,4,0.036621094
17091,1,4,0.260253906
17092,1,4,0.112304688
17093,1,4,0.002929688
17094,1,4,0.083007813
17095,1,4,0.013183594
17096,1,4,0.061523438
17097,1,4,0.060546875
17098,1,4,0.115234375
17099,10,14,0.308105469
17100,11,16,0.492675781
17101,1,4,0.162109375
17102,1,4,0.081054688
17103,1,4,0.13671875
17104,3,8,0.06640625
17105,1,4,0.163085938
17106,3,8,0.114257813
17107,1,4,0.026855469
17108,3,8,0.33984375
17109,1,4,0.123046875
17110,1,4,0.064941406
17111,37,38,1.12890625
17112,7,16,0.173828125
17113,1,4,0.05078125
17114,1,4,0.059570313
17115,1,4,0.008300781
17116,2,6,0.370605469
17117,1,4,0.124023438
17118,3,8,0.126953125
17119,1,4,0.214355469
17120,3,8,0.137207031
17121,1,4,0.083984375
17122,2,6,0.089355469
17123,12,18,0.724121094
17124,2,6,0.333007813
17125,8,14,0.175292969
17126,1,4,0.095214844
17127,1,4,0.116699219
17128,4,10,0.125976563
17129,5,10,0.734375
17130,1,4,0.0234375
17131,1,4,0.036621094
17132,1,4,0.161132813
17133,2,6,0.23046875
17134,24,28,0.505371094
17135,2,6,0.201171875
17136,2,6,0.157714844
17137,1,4,0.188476563
17138,1,4,0.080078125
17139,3,8,0.231445313
17140,8,14,0.798828125
17141,2,6,0.088867188
17142,2,6,0.111816406
17143,1,4,0.028808594
17144,1,4,0.051757813
17145,1,4,0.120117188
17146,8,16,0.420898438
17147,2,6,0.03515625
17148,1,4,0.03125
17149,25,36,0.81640625
17150,1,4,0.100585938
17151,1,4,0.063476563
17152,1,4,0.005859375
17153,1,4,0.000488281
17154,1,4,0.02734375
17155,2,6,0.15234375
17156,2,6,0.110839844
17157,1,4,0.092773438
17158,1,4,0.124023438
17159,11,16,0.640136719
17160,1,4,0.009277344
17161,2,6,0.115722656
17162,1,4,0.221679688
17163,1,4,0.142089844
17164,9,16,0.359863281
17165,13,22,0.36328125
17166,1,4,0.053710938
17167,1,4,0.193847656
17168,12,18,0.707519531
17169,2,6,0.033691406
17170,1,4,0.176269531
17171,1,4,0.018066406
17172,16,22,0.245117188
17173,2,6,0.029296875
17174,13,22,0.191894531
17175,1,4,0.036621094
17176,2,6,0.117675781
17177,1,4,0.081054688
17178,1,4,0.071289063
17179,2,6,0.014648438
17180,1,4,0.0703125
17181,2,6,0.162597656
17182,1,4,0.079101563
17183,1,4,0.0078125
17184,1,4,0.027832031
17185,1,4,0.03125
17186,1,4,0.005859375
17187,1,4,0.125
17188,1,4,0.084472656
17189,3,8,0.036621094
17190,1,4,0.084960938
17191,2,6,0.069335938
17192,1,4,0.094726563
17193,15,22,0.299316406
17194,2,6,0.038085938
17195,1,4,0.161621094
17196,6,14,0.215332031
17197,8,12,0.265625
17198,2,6,0.178222656
17199,1,4,0.0546875
17200,1,4,0.013671875
17201,1,4,0.021484375
17202,1,4,0.051757813
17203,3,8,0.262207031
17204,3,8,0.2578125
17205,1,4,0.001464844
17206,67,48,1.275390625
17207,2,6,0.088378906
17208,1,4,0.159667969
17209,1,4,0.043945313
17210,1,4,0.122558594
17211,1,4,0.108886719
17212,1,4,0.022460938
17213,1,4,0.008300781
17214,1,4,0.009765625
17215,1,4,0.014648438
17216,1,4,0.000976563
17217,1,4,0.029296875
17218,1,4,0.044433594
17219,1,4,0.012695313
17220,1,4,0.005371094
17221,1,4,0.131347656
17222,1,4,0.02734375
17223,1,4,0.037597656
17224,1,4,0.016601563
17225,3,8,0.076660156
17226,4,8,0.483398438
17227,3,8,0.17578125
17228,1,4,0.083984375
17229,1,4,0.023925781
17230,1,4,0.029785156
17231,2,6,0.137207031
17232,1,4,0.015136719
17233,1,4,0.017578125
17234,3,8,0.129882813
17235,4,8,0.317871094
17236,3,8,0.360351563
17237,1,4,0.013671875
17238,9,16,0.55859375
17239,1,4,0.083984375
17240,8,14,0.271484375
17241,1,4,0.075195313
17242,2,6,0.01953125
17243,1,4,0.013671875
17244,1,4,0.084472656
17245,1,4,0.067871094
17246,1,4,0.028320313
17247,6,14,0.282714844
17248,1,4,0.100585938
17249,1,4,0.038574219
17250,36,34,0.715820313
17251,54,40,1.079101563
17252,4,10,0.132324219
17253,1,4,0.016113281
17254,1,4,0.059570313
17255,1,4,0.001953125
17256,8,14,0.657714844
17257,1,4,0.2109375
17258,1,4,0.016601563
17259,1,4,0.048339844
17260,3,8,0.056640625
17261,1,4,0.121582031
17262,4,10,0.407714844
17263,11,18,0.321777344
17264,19,22,0.3125
17265,2,6,0.065429688
17266,2,6,0.104492188
17267,1,4,0.019042969
17268,14,22,0.534667969
17269,2,6,0.153808594
17270,2,6,0.041992188
17271,1,4,0.020507813
17272,1,4,0.021484375
17273,1,4,0.089355469
17274,2,6,0.061523438
17275,1,4,0.036132813
17276,1,4,0.029785156
17277,1,4,0.032714844
17278,82,66,1.125488281
17279,82,54,1.053710938
17280,1,4,0.000976563
17281,797,178,5.029296875
17282,220,108,1.948242188
17283,1,4,0.123535156
17284,1,4,0.059082031
17285,1,4,0.010253906
17286,5,10,0.288085938
17287,6,12,0.255859375
17288,1,4,0.153808594
17289,7,14,0.150878906
17290,1,4,0.010742188
17291,1,4,0.024414063
17292,1,4,0.012207031
17293,1,4,0.187011719
17294,1,4,0.112792969
17295,2,6,0.224609375
17296,1,4,0.019042969
17297,1,4,0.0625
17298,1,4,0.044433594
17299,1,4,0.030761719
17300,1,4,0.299804688
17301,1,4,0.062988281
17302,7,14,0.133300781
17303,2,6,0.287109375
17304,1,4,0.065917969
17305,1,4,0.026855469
17306,2,6,0.075683594
17307,1,4,0.0078125
17308,1,4,0.012695313
17309,1,4,0.0234375
17310,1,4,0.015625
17311,2,6,0.178222656
17312,8,14,0.575195313
17313,1,4,0.040527344
17314,12,18,0.709960938
17315,1,4,0.007324219
17316,1,4,0.017578125
17317,1,4,0.01953125
17318,1,4,0.045410156
17319,1,4,0.013183594
17320,1,4,0.034179688
17321,1,4,0.07421875
17322,1,4,0.018066406
17323,1,4,0.083984375
17324,1,4,0.006347656
17325,2,6,0.101074219
17326,1,4,0.007324219
17327,1,4,0.128417969
17328,1,4,0.036621094
17329,1,4,0.054199219
17330,1,4,0.070800781
17331,1,4,0.060058594
17332,2,6,0.238769531
17333,1,4,0.120605469
17334,1,4,0.031738281
17335,1,4,0.068359375
17336,1,4,0.052734375
17337,1,4,0.026367188
17338,1,4,0.040039063
17339,1,4,0.042480469
17340,1,4,0.090332031
17341,13,18,0.338867188
17342,58,38,1.932128906
17343,49,60,1.0078125
17344,1,4,0.062988281
17345,1,4,0.079589844
17346,5,12,0.2421875
17347,1,4,0.014648438
17348,1,4,0.011230469
17349,1,4,0.028808594
17350,1,4,0.016601563
17351,12,20,0.268066406
17352,1,4,0.030761719
17353,1,4,0.080078125
17354,2,6,0.140625
17355,5,10,0.319824219
17356,3,8,0.439941406
17357,1,4,0.009277344
17358,1,4,0.024902344
17359,1,4,0.207519531
17360,1,4,0.08984375
17361,2,6,0.120605469
17362,1,4,0.132324219
17363,1,4,0.008789063
17364,1,4,0.1171875
17365,1,4,0.002441406
17366,1,4,0.002441406
17367,6,12,0.130371094
17368,1,4,0.016113281
17369,3,8,0.254882813
17370,1,4,0.142089844
17371,2,6,0.087402344
17372,1,4,0.044921875
17373,1,4,0.076171875
17374,1,4,0.149414063
17375,2,6,0.062988281
17376,1,4,0.117675781
17377,1,4,0.01171875
17378,3,8,0.185058594
17379,2,6,0.092285156
17380,1,4,0.038574219
17381,1,4,0.0390625
17382,8,14,0.224609375
17383,10,16,0.41796875
17384,1,4,0.008300781
17385,2,6,0.043945313
17386,1,4,0.009765625
17387,1,4,0.143554688
17388,1,4,0.090332031
17389,1,4,0.071289063
17390,1,4,0.104492188
17391,2,6,0.018554688
17392,1,4,0.041992188
17393,1,4,0.045410156
17394,1,4,0.000976563
17395,1,4,0.022460938
17396,1,4,0.166015625
17397,1,4,0.097167969
17398,1,4,0.016113281
17399,1,4,0.087890625
17400,1,4,0.019042969
17401,1,4,0.003417969
17402,15,24,0.142578125
17403,2,6,0.014648438
17404,1,4,0.120117188
17405,1,4,0.135253906
17406,1,4,0.035644531
17407,1,4,0.023925781
17408,1,4,0.032226563
17409,1,4,0.045898438
17410,3,8,0.116210938
17411,2,6,0.133789063
17412,2,6,0.006347656
17413,2,6,0.024902344
17414,1,4,0.034179688
17415,15,18,0.347167969
17416,2,6,0.055664063
17417,1,4,0.041992188
17418,7,14,0.15625
17419,9,16,0.291992188
17420,1,4,0.152832031
17421,1,4,0.062988281
17422,3,8,0.012695313
17423,1,4,0.002441406
17424,6,12,0.391113281
17425,4,8,0.22265625
17426,1,4,0.124511719
17427,2,6,0.042480469
17428,1,4,0.043457031
17429,5,10,0.278320313
17430,179,82,3.009277344
17431,47,32,0.900878906
17432,1,4,0.00390625
17433,2,6,0.068847656
17434,1,4,0.012207031
17435,1,4,0.004882813
