fid,area,perimeter,depth,%ponded,ponded,pond_area,min_elev
13001,73,60,0.55078125,0,no,0,4685.953125
13002,311,146,1.91015625,0,no,0,4695.039063
13009,32,30,1.255371094,0,no,0,4696.687988
13010,34,30,0.938476563,0,no,0,4697.921387
13011,35,30,1.247070313,0,no,0,4696.918457
13026,336,112,3.2421875,0,no,0,4733.221191
13030,216,92,2.721679688,0,no,0,4724.138184
13033,72,52,0.895019531,0,no,0,4725.131348
13044,91,62,1.070800781,0,no,0,4733.283691
13089,11,16,0.305664063,0,no,0,4692.560547
13102,38,30,0.734863281,0,no,0,4686.755859
13116,21,30,0.409179688,0,no,0,4700.529297
13118,466,154,2.909179688,0,no,0,4695.310547
13119,22,26,0.391113281,0,no,0,4697.276367
13130,13,18,0.801269531,0,no,0,4705.691895
13133,11,18,0.640625,0,no,0,4691.710449
13148,165,100,2.153320313,0,no,0,4686.896484
13164,85,68,1.213867188,0,no,0,4688.659668
13166,11,18,0.291015625,0,no,0,4756.125488
13168,21,20,1.130371094,0,no,0,4699.971191
13173,21,24,0.807617188,0,no,0,4690.01709
13203,14,20,0.779785156,0,no,0,4701.170898
13211,23,22,0.416503906,0,no,0,4692.924316
13238,14,26,0.201171875,0,no,0,4694.141602
13241,17,18,0.338867188,0,no,0,4693.106445
13242,92,54,1.17578125,0,no,0,4698.325195
13262,11,16,0.401855469,0,no,0,4687.616211
13263,17,24,0.635253906,0,no,0,4688.425781
13264,15,22,0.614257813,0,no,0,4686.469727
13266,30,26,0.62890625,0,no,0,4688.886719
13282,29,26,1.595214844,0,no,0,4688.149902
13293,15,28,0.2578125,0,no,0,4702.183594
13311,405,180,2.059082031,0,no,0,4685.028809
13316,19,24,0.854492188,0,no,0,4691.431152
13350,35,32,1.381835938,0,no,0,4689.483398
13366,11,20,0.403320313,0,no,0,4698.728516
13368,23,26,0.456054688,0,no,0,4703.088379
13375,151,70,2.354980469,0,no,0,4695.306152
13388,20,28,0.892089844,0,no,0,4700.722168
13390,583,278,2.372070313,0,no,0,4685.001953
13404,10,18,0.396484375,0,no,0,4701.134766
13436,11,20,0.313476563,0,no,0,4687.905762
13440,18,20,1.212402344,0,no,0,4698.702637
13475,20,28,0.471191406,0,no,0,4753.987793
13482,10,14,0.378417969,0,no,0,4694.17041
13489,49,36,0.892089844,0,no,0,4688.228027
13501,12,18,0.28515625,0,no,0,4695.003906
13521,14,24,0.4453125,0,no,0,4690.517578
13552,23,22,0.407226563,0,no,0,4689.410645
13560,22,34,0.251953125,0,no,0,4698.431641
13563,82,44,1.263671875,0,no,0,4694.100098
13570,147,74,2.279296875,0,no,0,4691.649902
13574,12,20,0.321289063,0,no,0,4695.007324
13575,120,68,2.293945313,0,no,0,4695.588379
13578,11,18,0.430175781,0,no,0,4695.160645
13582,19,22,0.647949219,0,no,0,4691.117188
13583,37,42,0.583984375,0,no,0,4691.92627
13592,13,18,0.344238281,0,no,0,4708.48291
13606,13,20,0.235351563,0,no,0,4690.388672
13609,26,40,0.84375,0,no,0,4698.299805
13622,130,76,2.153320313,0,no,0,4686.754395
13623,79,52,1.194335938,0,no,0,4696.053711
13624,51,46,0.706542969,0,no,0,4691.43457
13626,10,16,0.432617188,0,no,0,4690.231445
13648,19,22,1.052246094,0,no,0,4702.875
13653,11,20,0.51953125,0,no,0,4704.243652
13654,18,22,0.3828125,0,no,0,4693.188477
13682,12,20,0.54296875,0,no,0,4688.386719
13693,124,64,2.348632813,0,no,0,4696.005371
13694,14,20,1.550292969,0,no,0,4704.395996
13695,56,40,0.991699219,0,no,0,4699.601074
13721,19,30,0.282226563,0,no,0,4690.654785
13722,57,48,1.163574219,0,no,0,4695.700684
13724,100,60,1.83203125,0,no,0,4694.984375
13725,65,44,2.327636719,0,no,0,4688.875488
13739,13,18,0.756347656,0,no,0,4703.948242
13747,29,30,0.858886719,0,no,0,4693.031738
13756,62,58,0.882324219,0,no,0,4693.259277
13757,37,50,1.209472656,0,no,0,4746.351074
13784,17,22,0.295410156,0,no,0,4697.821289
13793,30,32,0.811035156,0,no,0,4690.884277
13798,105,54,1.848632813,0,no,0,4693.45752
13799,14,20,0.387207031,0,no,0,4693.755859
13801,12,18,0.400390625,0,no,0,4705.838379
13803,13,18,0.374511719,0,no,0,4697.59668
13804,2521,396,8.053222656,0,no,0,4686.078613
13805,22,26,0.574707031,0,no,0,4697.504883
13807,1276,360,3.489746094,0,no,0,4687.472656
13816,13,22,0.272460938,0,no,0,4691.929688
13842,11,16,0.105957031,0,no,0,4688.418457
13858,14,18,0.524902344,0,no,0,4692.295898
13863,12,20,0.286621094,0,no,0,4688.983398
13864,23,32,0.533203125,0,no,0,4736.969727
13865,22,30,0.355957031,0,no,0,4697.109375
13869,10,20,0.287109375,0,no,0,4696.20166
13873,24,28,0.591796875,0,no,0,4689.683594
13875,38,32,0.705566406,0,no,0,4686.403809
13891,14,20,0.662597656,0,no,0,4693.811035
13899,14,26,0.151367188,0,no,0,4707.324707
13905,22,26,0.784667969,0,no,0,4691.794434
13918,18,28,0.6953125,0,no,0,4688.861328
13923,144,62,2.488769531,0,no,0,4700.056641
13924,700,180,3.55078125,0,no,0,4690.043945
13925,138,92,1.565917969,0,no,0,4689.397461
13948,56,50,1.308105469,0,no,0,4701.86084
13949,25,30,0.90625,0,no,0,4690.991699
13964,58,48,1.039550781,0,no,0,4686.978027
13965,2372,418,3.911132813,0.049747049,yes,118,4683.888184
13966,26,32,0.778808594,0,no,0,4703.98584
13967,25,28,0.505371094,0,no,0,4689.48584
14002,32,38,1.231933594,0,no,0,4689.10498
14007,10,22,0.397460938,0,no,0,4726.458984
14009,54,42,1.495117188,0,no,0,4686.383301
14021,10,16,0.429199219,0,no,0,4687.771484
14022,10,16,0.471191406,0,no,0,4688.44873
14027,109,56,1.291992188,0,no,0,4693.01709
14032,27,30,0.703125,0,no,0,4697.946777
14035,10,14,0.189453125,0,no,0,4690.979492
14043,13,20,0.3359375,0,no,0,4696.854492
14045,24,24,0.748535156,0,no,0,4689.516113
14052,83,72,1.462890625,0,no,0,4765.634277
14065,13,20,0.743164063,0,no,0,4691.561523
14066,26,26,0.423339844,0,no,0,4697.168457
14069,13,18,0.479003906,0,no,0,4697.5625
14098,15,20,0.600585938,0,no,0,4690.381836
14099,13,18,0.355957031,0,no,0,4697.849121
14102,12,22,0.237304688,0,no,0,4701.603516
14139,11,18,0.169921875,0,no,0,4704.380859
14145,11,18,0.244140625,0,no,0,4692.320313
14148,11,18,0.281738281,0,no,0,4692.942871
14158,14,20,0.206054688,0,no,0,4698.512695
14191,17,22,0.282226563,0,no,0,4704.470703
14196,21,24,0.983886719,0,no,0,4699.636719
14203,10,18,0.103515625,1,yes,10,4703.535156
14211,18,24,0.845703125,0,no,0,4696.827637
14215,102,56,1.355957031,0,no,0,4693.553223
14216,21,28,0.287109375,0,no,0,4693.55957
14237,61,40,1.025878906,0,no,0,4698.651855
14239,20,24,0.36328125,0,no,0,4698.886719
14256,12,20,0.225097656,0,no,0,4699.907227
14259,25,32,0.662109375,0,no,0,4697.125977
14287,26,24,1.264160156,0,no,0,4686.644531
14288,31,28,0.302246094,0,no,0,4703.974121
14289,14,26,0.627441406,0,no,0,4706.957031
14314,15,20,0.21875,0,no,0,4702.891113
14345,12,18,0.430664063,0,no,0,4701.382813
14346,36,34,1.1875,0,no,0,4686.100586
14399,14,18,0.384277344,0,no,0,4698.554688
14400,15,22,0.454589844,0,no,0,4708.466309
14405,215,92,1.470214844,0,no,0,4700.168457
14406,20,28,0.657714844,0,no,0,4716.579102
14431,11,20,0.513183594,0,no,0,4700.405273
14450,20,24,0.656738281,0,no,0,4701.152832
14464,12,22,0.405761719,0,no,0,4703.240723
14465,11,24,0.413574219,0,no,0,4692.915527
14466,364,124,3.854980469,0,no,0,4690.986816
14467,785,192,5.269042969,0,no,0,4699.812012
14483,18,22,0.518554688,0,no,0,4707.45166
14499,34,32,1.135253906,0,no,0,4698.554688
14505,40,40,1.193847656,0,no,0,4697.224121
14506,32,40,0.713378906,0,no,0,4705.974121
14549,16,20,0.565429688,0,no,0,4698.088867
14595,52,36,1.223144531,0,no,0,4739.307129
14620,18,24,0.694824219,0,no,0,4720.132324
14648,133,68,1.963867188,0,no,0,4688.993164
14649,24,30,0.616210938,0,no,0,4693.696289
14651,12,26,0.140136719,0,no,0,4755.61084
14655,25,26,0.823730469,0,no,0,4686.650879
14658,27,28,0.521484375,0,no,0,4692.009766
14659,39,32,1.251464844,0,no,0,4689.668457
14660,46,36,1.449707031,0,no,0,4686.939941
14666,14,20,0.426269531,0,no,0,4702.324707
14668,51,38,0.992675781,0,no,0,4688.186035
14682,113,82,1.672851563,0,no,0,4687.228516
14688,58,44,0.780761719,0,no,0,4691.746094
14726,11,24,0.099609375,1,yes,11,4755.82959
14727,17,26,0.125976563,0,no,0,4756.407227
14728,89,60,2.130859375,0,no,0,4698.634766
14753,53,42,0.811035156,0,no,0,4689.200195
14784,11,18,0.744628906,0,no,0,4692.852051
14805,61,66,0.288574219,0.163934426,yes,10,4754.499512
14806,22,28,0.807617188,0,no,0,4689.947266
14818,33,52,0.763671875,0,no,0,4688.322754
14824,31,32,1.370117188,0,no,0,4688.789063
14828,11,18,0.529785156,0,no,0,4693.053711
14859,19,24,0.695800781,0,no,0,4690.608887
14862,11,20,0.301757813,0,no,0,4687.571777
14863,14,20,0.167480469,0,no,0,4690.53125
14865,16,22,0.609375,0,no,0,4687.736328
14870,14,18,0.535644531,0,no,0,4687.285156
14874,20,26,0.765625,0,no,0,4692.345703
14875,14,22,0.9296875,0,no,0,4688.173828
14889,12,18,0.174804688,0,no,0,4754.681641
14893,11,16,0.734863281,0,no,0,4689.225586
14897,103,56,1.598144531,0,no,0,4695.766113
14898,85,58,1.25,0,no,0,4686.472656
14916,68,44,1.692871094,0,no,0,4689.552734
14922,277,120,3.197265625,0,no,0,4690.016602
14926,39,46,0.670898438,0,no,0,4757.124512
14927,457,174,2.863769531,0,no,0,4687.418457
14928,74,56,1.313964844,0,no,0,4727.899902
14929,177,70,1.647949219,0,no,0,4687.74707
14932,16,30,0.439453125,0,no,0,4722.854492
14935,13,22,0.367675781,0,no,0,4692.558105
14955,103,58,1.482421875,0,no,0,4699.477051
14957,10,18,0.205078125,0,no,0,4755.382324
14958,12,18,0.281738281,0,no,0,4757.152832
14959,10,16,0.147460938,0,no,0,4692.799805
14960,40,36,0.927246094,0,no,0,4688.92041
14961,55,44,0.818847656,0,no,0,4688.208984
14962,120,104,1.689941406,0,no,0,4691.618164
14975,80,66,0.714355469,0,no,0,4753.027344
14977,42,54,1.036621094,0,no,0,4756.702637
14979,13,24,0.273925781,0,no,0,4744.893066
15030,10,16,0.171875,0,no,0,4744.996582
15042,13,22,0.26953125,0,no,0,4694.347656
15056,45,46,0.823730469,0,no,0,4694.119629
15057,11,24,0.233398438,0,no,0,4697.105469
15062,13,26,0.698242188,0,no,0,4687.391602
15069,19,22,1.171875,0,no,0,4688.756348
15075,11,16,0.489257813,0,no,0,4688.027344
15077,25,28,1.210449219,0,no,0,4689.304688
15080,47,40,1.435546875,0,no,0,4687.119629
15081,15,18,0.490722656,0,no,0,4688.92627
15082,14,26,0.155273438,0,no,0,4689.299316
15083,26,32,0.876953125,0,no,0,4687.676758
15084,26,32,0.625,0,no,0,4693.990234
15093,16,18,0.295410156,0,no,0,4769.20752
15104,12,14,0.652832031,0,no,0,4777.61084
15117,12,18,0.451660156,0,no,0,4775.520508
15153,12,20,0.272460938,0,no,0,4688.779297
15171,14,28,0.50390625,0,no,0,4701.578613
15176,114,64,1.532714844,0,no,0,4695.503906
15184,12,18,0.316894531,0,no,0,4687.383301
15185,76,52,1.590820313,0,no,0,4686.878418
15192,18,26,0.780761719,0,no,0,4695.777832
15200,11,18,0.658203125,0,no,0,4687.418457
15213,10,14,0.239746094,0,no,0,4736.943848
15214,23,38,0.203613281,0,no,0,4756.544434
15215,149,132,1.141113281,0,no,0,4691.460938
15216,10,16,0.1953125,0,no,0,4707.033691
15219,22,30,0.571289063,0,no,0,4687.770996
15229,11,14,0.333007813,0,no,0,4695.890137
15258,11,22,0.705566406,0,no,0,4697.833984
15259,23,32,0.590820313,0,no,0,4700.543945
15264,92,50,2.227050781,0,no,0,4690.879395
15279,20,26,0.426757813,0,no,0,4698.181152
15340,16,22,0.47265625,0,no,0,4690.01416
15356,11,20,0.555175781,0,no,0,4699.884277
15363,45,38,1.476074219,0,no,0,4696.176758
15364,31,26,0.430664063,0,no,0,4695.209473
15374,75,56,1.040039063,0,no,0,4734.868652
15403,11,18,0.366210938,0,no,0,4704.951172
15415,28,26,1.030273438,0,no,0,4716.178711
15423,27,24,0.791992188,0,no,0,4696.737305
15431,13,22,0.411621094,0,no,0,4698.713867
15440,16,26,0.572753906,0,no,0,4696.544922
15453,53,40,1.257324219,0,no,0,4702.862793
15454,90,50,2.251464844,0,no,0,4703.999023
15455,78,54,0.970703125,0,no,0,4711.464844
15525,14,20,0.420898438,0,no,0,4694.172363
15545,14,22,0.351074219,0,no,0,4697.407715
15567,11,22,0.696777344,0,no,0,4695.367188
15595,11,16,0.305175781,0,no,0,4695.865234
15596,27,30,0.681640625,0,no,0,4699.882324
15609,14,18,0.850585938,0,no,0,4691.666992
15626,24,30,0.558105469,0,no,0,4692.928711
15627,14,18,0.48828125,0,no,0,4708.785156
15628,193,110,1.560546875,0,no,0,4696.491211
15629,29,36,0.423339844,0,no,0,4701.025879
15630,10,18,0.33984375,0,no,0,4698.343262
15635,12,22,0.270996094,0,no,0,4697.482422
15637,156,72,2.324707031,0,no,0,4695.012695
15661,89,76,1.104003906,0,no,0,4708.128906
15663,38,38,0.931640625,0,no,0,4698.388184
15670,12,16,0.619628906,0,no,0,4702.442871
15671,154,98,1.485839844,0,no,0,4707.570801
15687,33,32,0.984375,0,no,0,4695.29541
15689,25,22,0.671875,0,no,0,4696.48877
15735,1237,208,7.834960938,0,no,0,4691.243164
15748,19,24,0.642578125,0,no,0,4697.127441
15754,17,24,0.348144531,0,no,0,4697.414551
15769,12,24,0.506835938,0,no,0,4687.320313
15770,35,44,0.606933594,0,no,0,4687.647461
15777,30,34,1.098144531,0,no,0,4689.57666
15789,12,22,0.340820313,0,no,0,4693.26709
15795,45,40,1.112792969,0,no,0,4690.623047
15799,37,32,1.359375,0,no,0,4704.526855
15800,28,28,0.719238281,0,no,0,4695.958496
15816,12,16,0.349609375,0,no,0,4697.415039
15825,10,16,0.295898438,0,no,0,4691.460449
15826,13,18,0.168945313,0,no,0,4705.716797
15827,236,124,1.903808594,0,no,0,4697.386719
15828,583,122,3.802734375,0,no,0,4686.80957
15837,88,52,2.479980469,0,no,0,4688.731445
15847,29,28,1.097167969,0,no,0,4689.189941
15849,37,32,0.411621094,0,no,0,4698.537109
15875,11,18,0.640136719,0,no,0,4700.444824
15876,26,32,0.619140625,0,no,0,4693.129883
15900,11,14,0.502441406,0,no,0,4697.894531
15904,21,28,0.808105469,0,no,0,4696.569336
15907,27,26,0.989257813,0,no,0,4692.205078
15909,10,20,0.508300781,0,no,0,4697.633301
15920,42,44,0.890136719,0,no,0,4697.04541
15926,10,20,0.375976563,0,no,0,4699.211914
15934,68,56,0.93359375,0,no,0,4698.792969
15936,40,36,1.4296875,0,no,0,4688.231934
15937,78,76,0.443359375,0,no,0,4708.912598
15938,122,60,1.886230469,0,no,0,4689.355469
15939,158,98,2.311523438,0,no,0,4692.341309
15947,10,18,0.281738281,0,no,0,4691.469727
15952,11,16,0.235351563,0,no,0,4693.925293
15962,17,26,0.337890625,0,no,0,4700.305176
15964,54,48,1.372558594,0,no,0,4693.906738
15965,27,30,0.305664063,0,no,0,4692.278809
15969,25,32,0.730957031,0,no,0,4698.351074
15975,21,26,0.385253906,0,no,0,4700.258789
15982,26,28,0.649902344,0,no,0,4692.135742
16003,22,30,0.596191406,0,no,0,4694.234863
16005,10,16,0.379394531,0,no,0,4704.0625
16008,41,32,1.878417969,0,no,0,4691.208984
16015,19,22,0.930664063,0,no,0,4693.694824
16021,12,18,0.270019531,0,no,0,4704.533691
16023,331,120,1.322753906,0,no,0,4696.777344
16025,138,74,2.467773438,0,no,0,4767.020508
16029,11,18,0.470703125,0,no,0,4757.085938
16035,309,104,3.267578125,0,no,0,4762.653809
16048,10,16,0.16015625,0,no,0,4697.621094
16059,14,16,0.905761719,0,no,0,4696.949219
16084,14,20,0.4921875,0,no,0,4693.199219
16113,12,18,0.535644531,0,no,0,4695.750488
16118,11,18,0.354492188,0,no,0,4700.743652
16131,21,26,0.767089844,0,no,0,4704.358398
16133,16,24,0.538574219,0,no,0,4704.432129
16148,71,50,0.504394531,0,no,0,4700.239746
16149,20,28,0.98046875,0,no,0,4692.711426
16150,57,38,2.128417969,0,no,0,4696.905273
16165,26,26,1.03125,0,no,0,4694.837891
16170,27,32,1.104492188,0,no,0,4693.965332
16172,58,44,0.993652344,0,no,0,4698.019531
16187,152,108,1.247558594,0,no,0,4741.216309
16199,12,18,0.645019531,0,no,0,4698.490234
16200,4095,552,9.952148438,0,no,0,4684.573242
16209,150,84,3.033203125,0,no,0,4703.222656
16230,64,54,0.850097656,0,no,0,4695.828613
16243,25,28,0.829589844,0,no,0,4695.187012
16266,96,78,1.395507813,0,no,0,4698.946777
16269,137,58,2.090332031,0,no,0,4694.846191
16282,22,28,0.792480469,0,no,0,4697.004395
16293,25,30,1.176757813,0,no,0,4705.307129
16305,2383,362,4.636230469,0,no,0,4688.478027
16307,156,96,2.1796875,0,no,0,4693.97168
16308,442,130,2.272460938,0,no,0,4699.231445
16309,53,60,0.746582031,0,no,0,4689.790527
16313,88,74,1.044921875,0,no,0,4702.102539
16314,252,90,2.038574219,0,no,0,4695.278809
16315,81,50,1.725585938,0,no,0,4695.838867
16326,19,20,0.356445313,0,no,0,4702.385254
16336,12,20,0.791992188,0,no,0,4702.35791
16355,10,16,0.272949219,0,no,0,4698.986328
16374,15,22,0.34765625,0,no,0,4690.76709
16377,26,40,0.440429688,0,no,0,4701.947754
16379,64,50,0.5,0,no,0,4693.234375
16398,37,44,0.967285156,0,no,0,4702.044434
16399,14,16,0.397949219,0,no,0,4698.898926
16400,124,78,1.34765625,0,no,0,4687.178711
16401,502,212,2.788085938,0,no,0,4697.99707
16405,21,30,0.482421875,0,no,0,4742.493164
16440,11,18,0.193847656,0,no,0,4710.111328
16468,189,90,3.248535156,0,no,0,4697.518555
16473,87,72,1.486816406,0,no,0,4691.859863
16474,64,46,1.053222656,0,no,0,4696.316895
16480,12,18,0.271484375,0,no,0,4696.982422
16481,43,38,1.224609375,0,no,0,4691.820313
16484,4153,620,6.08203125,0.11533831,yes,479,4684.336426
16487,34,32,0.528808594,0,no,0,4699.300781
16495,49,36,1.455566406,0,no,0,4698.834473
16530,37,44,0.986328125,0,no,0,4689.571289
16537,18,22,0.695800781,0,no,0,4697.248047
16539,25,36,0.696289063,0,no,0,4694.949219
16541,65,38,1.959472656,0,no,0,4694.615723
16570,16,22,0.599609375,0,no,0,4694.571289
16590,31,32,0.513183594,0,no,0,4693.662598
16591,12,20,0.542480469,0,no,0,4690.611816
16600,60,40,1.565917969,0,no,0,4691.384766
16603,17,28,0.19140625,0,no,0,4693.408691
16604,33,36,0.855957031,0,no,0,4691.61084
16608,40,34,0.379394531,0,no,0,4692.610352
16628,53,38,1.290039063,0,no,0,4690.841797
16629,17,28,1.165039063,0,no,0,4690.958496
16642,19,24,0.509277344,0,no,0,4688.927246
16643,55,38,0.636230469,0,no,0,4693.399414
16650,24,26,1.481445313,0,no,0,4690.734863
16659,37,36,0.392089844,0,no,0,4696.347168
16676,10,16,0.243652344,0,no,0,4707.357422
16697,33,34,0.270019531,0,no,0,4707.817871
16720,13,24,0.274414063,0,no,0,4700.852051
16723,11,18,0.305664063,0,no,0,4705.46875
16730,17,18,0.469238281,0,no,0,4686.71875
16732,12,18,0.849121094,0,no,0,4686.804688
16733,230,106,1.615722656,0,no,0,4685.739746
16748,41,36,0.372558594,0,no,0,4692.205566
16766,18,22,0.737792969,0,no,0,4696.179199
16769,15,24,0.490234375,0,no,0,4706.60791
16775,101,94,1.373046875,0,no,0,4694.259277
16786,42,34,0.635742188,0,no,0,4691.999512
16791,26,26,0.815429688,0,no,0,4687.522461
16793,213,98,2.473144531,0,no,0,4690.810547
16794,68,76,0.947753906,0,no,0,4695.416504
16804,27,48,0.553710938,0,no,0,4692.602539
16808,15,22,0.703125,0,no,0,4689.129883
16810,11,18,0.626464844,0,no,0,4690.994141
16811,10,18,0.329589844,0,no,0,4687.150391
16812,2169,362,7.541503906,0,no,0,4680.631348
16821,19,26,0.197265625,0,no,0,4704.112793
16840,33,38,1.798339844,0,no,0,4703.001465
16847,10,16,0.723632813,0,no,0,4704.07959
16850,10,16,0.532714844,0,no,0,4693.783203
16854,12,16,0.704101563,0,no,0,4695.562988
16860,16,22,0.331542969,0,no,0,4691.027832
16862,242,82,1.049804688,0,no,0,4689.714844
16865,25,32,1.021484375,0,no,0,4787.660645
16870,10,16,0.605957031,0,no,0,4767.15625
16878,11,16,0.116699219,0,no,0,4774.419922
16900,35,44,0.313964844,0,no,0,4704.737305
16901,30,34,0.892089844,0,no,0,4706.210938
16905,27,28,0.328613281,0,no,0,4718.85498
16908,13,16,0.658691406,0,no,0,4711.851563
16999,24,26,1.0703125,0,no,0,4706.552246
17026,16,20,0.352539063,0,no,0,4718.245117
17036,10,16,0.506835938,0,no,0,4705.917969
17038,78,78,0.568359375,0,no,0,4703.841797
17039,25,30,0.599609375,0,no,0,4711.413574
17040,66,50,0.697265625,0,no,0,4716.729492
17046,46,32,1.301757813,0,no,0,4780.382813
17052,10,18,0.410644531,0,no,0,4780.018555
17054,20,24,0.432617188,0,no,0,4777.995605
17060,59,42,1.683105469,0,no,0,4774.240234
17099,10,14,0.308105469,0,no,0,4732.372559
17100,11,16,0.492675781,0,no,0,4785.624512
17111,37,38,1.12890625,0,no,0,4722.924805
17123,12,18,0.724121094,0,no,0,4728.528809
17134,24,28,0.505371094,0,no,0,4735.856445
17149,25,36,0.81640625,0,no,0,4720.438965
17159,11,16,0.640136719,0,no,0,4730.427246
17165,13,22,0.36328125,0,no,0,4725.353027
17168,12,18,0.707519531,0,no,0,4728.731445
17172,16,22,0.245117188,0,no,0,4733.444824
17174,13,22,0.191894531,0,no,0,4723.552734
17193,15,22,0.299316406,0,no,0,4713.640625
17206,67,48,1.275390625,0,no,0,4726.198242
17250,36,34,0.715820313,0,no,0,4720.320313
17251,54,40,1.079101563,0,no,0,4706.19873
17263,11,18,0.321777344,0,no,0,4713.70166
17264,19,22,0.3125,0,no,0,4715.59668
17268,14,22,0.534667969,0,no,0,4714.796875
17278,82,66,1.125488281,0,no,0,4705.519531
17279,82,54,1.053710938,0,no,0,4721.126953
17281,797,178,5.029296875,0,no,0,4704.310059
17282,220,108,1.948242188,0,no,0,4713.382324
17314,12,18,0.709960938,0,no,0,4722.271484
17341,13,18,0.338867188,0,no,0,4789.419922
17342,58,38,1.932128906,0,no,0,4703.182129
17343,49,60,1.0078125,0,no,0,4722.01123
17351,12,20,0.268066406,0,no,0,4723.926758
17383,10,16,0.41796875,0,no,0,4716.147461
17402,15,24,0.142578125,0,no,0,4720.424316
17415,15,18,0.347167969,0,no,0,4715.898926
17430,179,82,3.009277344,0,no,0,4716.149414
17431,47,32,0.900878906,0,no,0,4712.65625
17438,11,18,0.109375,0,no,0,4718.686035
17439,23,28,0.798339844,0,no,0,4714.878418
17451,104,50,1.285644531,0,no,0,4719.038574
17452,51,34,1.587402344,0,no,0,4714.339355
17453,10,16,0.855957031,0,no,0,4713.602051
17455,402,122,4.347167969,0,no,0,4728.73584
17460,46,38,0.885253906,0,no,0,4707.734863
17464,61,38,2.532714844,0,no,0,4721.674316
17465,130,70,1.919921875,0,no,0,4720.307129
17490,20,22,0.453613281,0,no,0,4715.703613
17500,12,18,0.525878906,0,no,0,4717.252441
17511,42,50,0.862304688,0,no,0,4708.588867
17517,1052,272,5.031738281,0,no,0,4708.948242
17519,17,26,0.307617188,0,no,0,4720.489258
17521,14,18,0.143066406,0,no,0,4717.617188
17523,1757,336,4.853515625,0,no,0,4724.046387
17525,43,38,0.994140625,0,no,0,4721.04248
17527,51,42,0.83984375,0,no,0,4714.999023
17528,44,36,0.934570313,0,no,0,4715.881836
17529,345,158,3.154785156,0,no,0,4718.567871
17530,286,94,2.016601563,0,no,0,4712.845215
17540,120,54,2.165039063,,no,0,4795.37207
17550,11,18,0.377929688,0,no,0,4726.844727
17559,11,16,0.894042969,0,no,0,4721.737793
17578,32,26,0.896972656,0,no,0,4707.933594
17610,20,28,0.419921875,0,no,0,4729.933105
17613,24,28,0.375,0,no,0,4724.936035
17618,45,44,0.919433594,0,no,0,4728.888184
17621,83,68,0.849121094,0,no,0,4727.906738
17622,25,32,0.499023438,0,no,0,4710.53418
17624,2786,414,7.567871094,0,no,0,4716.15918
17625,2421,404,4.905273438,0.004130525,yes,10,4700.276855
17631,19,24,0.230957031,,no,0,4802.819336
17636,16,22,0.519042969,0,no,0,4707.817383
17651,10,16,0.469726563,0,no,0,4735.864258
17669,24,30,0.681152344,0,no,0,4707.695801
17680,33,34,0.864746094,0,no,0,4723.708008
17686,15,18,0.484375,0,no,0,4707.890137
17691,2121,304,6.081542969,0.051390853,yes,109,4709.874512
17710,23,38,0.493652344,0,no,0,4709.306152
17723,12,18,0.252929688,0,no,0,4712.711914
17748,12,20,0.517578125,0,no,0,4718.752441
17763,21,24,0.877929688,0,no,0,4713.14209
17775,14,18,0.384765625,0,no,0,4738.717773
17789,79,64,1.144042969,0,no,0,4712.878906
17790,131,70,2.461914063,0,no,0,4710.504395
17799,13,18,0.453125,0,no,0,4744.0625
17810,10,20,0.344238281,0,no,0,4757.577637
17813,12,18,0.748046875,0,no,0,4716.568359
17814,52,48,1.588378906,0,no,0,4719.661133
17815,174,108,2.083496094,0,no,0,4733.580078
17816,10,18,0.568847656,0,no,0,4713.738281
17844,22,24,0.983398438,0,no,0,4721.377441
17849,13,18,0.51953125,0,no,0,4723.02002
17855,11,16,0.412597656,0,no,0,4716.119629
17861,91,52,1.495605469,0,no,0,4722.178711
17863,84,52,1.730957031,0,no,0,4722.731934
17870,27,36,0.441894531,0,no,0,4716.960449
17871,503,134,5.168945313,0,no,0,4720.472168
17875,241,92,2.909179688,0,no,0,4712.706543
17881,10,18,0.196289063,,no,0,4807.09668
17889,44,36,1.408691406,0,no,0,4734.427246
17902,12,16,0.466308594,0,no,0,4704.24707
17903,73,54,1.845703125,0,no,0,4725.150391
17909,26,38,0.456054688,0,no,0,4722.600098
17910,20,32,0.31640625,0,no,0,4714.729004
17932,91,62,1.795898438,0,no,0,4715.443359
17936,12,20,0.56640625,0,no,0,4729.41748
17937,28,36,0.668457031,0,no,0,4727.913086
17953,41,42,0.6953125,0,no,0,4737.255371
18018,29,34,0.437011719,0,no,0,4717.625
18021,131,82,1.326171875,0,no,0,4728.103027
18033,10,14,0.572753906,0,no,0,4723.26416
18035,2598,280,5.872070313,0,no,0,4720.094727
18036,120,86,1.388671875,0,no,0,4762.648926
18041,36,38,0.931640625,0,no,0,4737.110352
18046,19,26,0.603515625,0,no,0,4725.776855
18047,11,20,0.185546875,0,no,0,4714.359375
18063,52,56,0.913085938,0,no,0,4735.536621
18065,20,22,0.5234375,0,no,0,4715.34375
18074,19,22,0.620605469,0,no,0,4727.271973
18078,90,52,3.267089844,0,no,0,4718.619141
18089,11,16,0.403320313,0,no,0,4739.543945
18104,139,74,0.966796875,0,no,0,4727.759277
18105,15,22,0.741699219,0,no,0,4722.413574
18140,23,24,0.671386719,0,no,0,4748.568848
18152,10,16,0.327148438,0,no,0,4733.508301
18156,50,46,1.586425781,0,no,0,4728.65625
