,t=0,t=2,t=3
0,1.7633800632715377,3.951555090368115,11.068438128253838
1,1.1024645111167946,2.0269152632321243,13.682006299797107
2,2.713124743379747,7.84158196257216,10.122686549518802
3,3.1167502255576394,4.1763829017450815,3.7902835784390447
4,1.829472919702099,4.744461279417932,9.444622869722156
5,1.9887765721673363,3.3344534970345,2.268898356668651
6,1.7125811584875819,3.7829691449506724,2.526130523962677
7,1.5717969479428364,1.4947619576197393,61.33802987103922
8,0.8768347004520297,3.2146766619957052,35.28080766564082
9,1.5327009581833824,1.3755433257869403,7.7642615487899205
10,0.8225018922026701,1.6176149874282924,7.344667508961104
11,0.9312541932848825,3.7648202007268323,26.30306201037097
12,1.7070465003614304,1.5386322010347333,9.373177734908174
13,0.8964441733372887,9.986995185942254,2.6231495594821115
14,2.489930901868461,6.791123104939758,4.259563563095878
15,1.1731040316016776,2.206039132647228,2.453525387396961
16,0.8618537776387599,1.4615482923298129,2.311543127927105
17,0.639168784957522,0.9983769284666044,3.2039640867617276
18,0.6844430084389012,1.3956113784115243,1.5164254400527664
19,0.8317579359006174,1.1288278709796744,2.156285959575052
20,0.7047319517795263,3.1321590233584,4.983029996845601
21,1.5053714379892282,2.5402955125407147,7.062491443092915
22,1.2989296366136476,7.282595720996667,4.128695903614078
23,2.5967754697969005,0.6191335024945241,2.801041526434284
24,0.43231925955309275,1.7900671811927684,1.7006169533091848
25,1.0051778875041297,1.3219394962322586,1.4327676914236906
26,0.7975505333892996,2.466589850157251,3.195148447502139
27,1.2718111509594001,2.1569447649225646,1.6866876495601113
28,1.1539795241243247,1.0951400558911586,1.6440836845747422
29,0.6880356107272136,0.9533318102781103,1.3876982903018344
30,0.615936232588111,1.786383747791338,3.99247606692165
31,1.0036273535129316,1.0879330961631153,2.9337473579986906
32,2.3407589407636844,6.138560724733335,1.3693240452635442
33,0.6733535294203921,1.0657802096780271,1.3530379221212507
34,1.1336121558024983,2.105150307979128,1.8161261566155713
35,0.6031282752445427,0.9287629075562969,1.4991363518138894
36,1.2136555142543195,2.3116222081551303,1.8757886442050242
37,1.1118420279338117,2.050345673962532,9.634302158742495
38,0.9563191599491621,1.675365996681205,4.546826787563457
39,0.5978455720987936,0.9186840565768519,3.8503894264754295
40,0.7618012876350113,1.2463895032768932,1.9371945488861047
41,0.5931329753029198,0.9097198816457317,2.000764203026833
42,0.7172244291599109,1.1542425979567754,8.531889120073556
43,0.6344234105857832,0.9891260184537488,1.7144718206581027
44,1.727101896633174,3.8307885046551413,7.496182240740839
45,0.5063930562075069,1.1843223315375149,3.661714439052751
46,0.7318976130415666,1.214974763705411,1.0596294411320009
47,0.7467276793769696,3.545179971029253,3.8118554815882453
48,1.2987049854499306,3.258322312266056,1.4538101091446083
49,0.9790626463639893,1.102291173278288,4.439244608797632
50,1.6390059495558102,4.412544474026948,2.8244601032275822
51,1.5470247230134975,1.976288909963318,5.175817071301946
52,0.6915931145950764,0.7428994306969752,17.296470843179765
