,t=0,t=5,t=10,t=15,t=20,t=25,t=30,t=35,t=40,t=45,t=50
0,1.0237393124064682,2.6791143571327414,5.115739401858984,8.333614446585369,12.332739491311665,17.11311453603742,22.674739580763628,29.017614625490115,36.1417396702157,44.81924999085096,53.559974841396
1,1.1518691444924392,2.8840587304404384,5.397498316388463,8.692187902336517,12.742887074789396,17.595659658000802,23.229682241212515,29.64495482442578,36.84147740763688,44.047114714941785,52.715586822081576
2,1.1442967419442902,2.872069325155551,5.381091908366764,8.671364491578322,12.768127488283925,17.625317074231234,22.35897021891141,28.66025431642741,35.74278841394263,43.60657251145778,52.233536853276696
3,1.1357552495324816,2.8585279806021986,4.446981532696823,7.473589963001381,11.281448393305492,15.870556823609842,21.026837026336462,27.149340675927903,34.0530943255196,41.73809797511198,50.18663942990819
4,0.5603153534940783,2.2016231023926465,4.9663338288476,8.142617926363659,12.100152023879984,16.838936121395463,21.350435707181227,29.601414367023,36.79293709809181,44.76570982916223,53.50144482726944
5,1.2708479113474203,2.571299731331389,4.34932242796773,7.346826077560005,11.125579727151871,15.68558337674395,23.19114163595199,26.25068418450581,33.04573687465036,40.62203956479325,48.962097462055404
6,0.7617312811316902,2.133068778375502,4.497169862726843,7.538611323840424,11.36130278495407,15.965244246067044,20.236881494361942,29.683446246128213,36.884385832078614,44.86657541802694,53.61170843730045
7,1.0291788148608474,2.2369784016132477,5.992514937309958,9.443091667247467,13.674918397184761,18.687995127121894,23.263756660179208,30.2755133214707,37.54403695149041,45.593810581510674,54.406392476767465
8,1.620075707378133,3.3231882073722976,3.72832317462702,6.5325564610633595,12.714346173811533,17.562118904881462,23.78823969145292,27.539112870916252,34.48945309802954,42.2210433251381,50.716078184295135
9,0.7375146720883095,1.7053398881905502,5.362550711671987,8.647823442741773,10.5530261140723,15.004328804217312,21.370022643803868,29.046543250756134,36.17402388445678,44.08275451815535,52.754575503085945
10,0.957515633815346,1.8866180436386142,3.994170733783243,6.8829734239277665,13.15744243141739,18.082216061435254,22.700312617057122,31.897892738860225,34.32538211452027,42.03949054482624,50.51707857076713
11,0.6980651287833538,3.070621541364857,5.651645171382309,9.013918801399928,11.375592189580896,15.982182416692714,25.228740305791415,27.392523684217473,39.348295171931085,47.57994760500114,56.57404454570127
12,0.7580369404996751,2.243321508243977,4.506161735356236,7.550251962468653,12.351601349658173,17.13533198335672,21.2409152539134,31.058958541321374,38.41590414267387,46.554099744025386,55.454926766670795
13,1.4351114774350644,2.6879094485600428,5.127890082259395,8.349120715958573,14.234185439653789,19.340837872722723,24.48326293996982,27.3540635650421,34.28232761292439,41.991841660806564,50.464844493091704
14,0.46360660175418555,3.6017281404472152,6.364630573516166,9.90878300658486,13.67562173726727,18.688817338619103,21.207049517161185,25.914364628430196,32.66825881430612,40.203403000184,48.50238471018828
15,1.4353393318610335,3.3235349332126662,5.9929805345643565,9.443676135915752,11.256771421398001,15.841285469279075,19.941720442554526,27.01631176572344,40.72609750310514,49.09384775902658,58.223770326926676
16,1.254168992806839,3.0446650766073704,5.616411160407637,7.295410912672444,10.340182070801633,14.75032625667836,20.90978453309587,33.13959724718856,33.904088998351135,41.57311623097502,50.00571322164061
17,0.6822790314231825,2.1054063251729334,4.309783618922703,7.453507373517213,11.040480067838839,15.584507300467267,26.33434699126932,43.466530470797345,52.0982994363302,44.721951507743945,60.99203645211246
18,0.5121053272966688,1.7972495131729933,4.431493325636417,6.71128788492557,15.067596479434721,20.31034673535231,35.61601150526811,29.565833235784893,36.753267371763464,51.638450057539096,50.68590148121709
19,1.9090954557631472,4.0268457116811645,3.8636436990493723,6.775037433196308,22.25872357420161,28.546742539734844,23.159649099807442,35.9126516890324,43.79417238074576,42.19351009052541,55.453510435853254
20,0.6768711373272698,2.1907292777556995,6.925845967599036,7.277702835210911,12.691030827851721,17.53471496382957,28.812380997317703,25.561989606810062,32.27247289324709,46.55280204687366,48.01986381204655
