,t=0,t=2,t=4,t=6,t=8,t=10,t=12,t=14,t=16,t=18,t=20,t=22,t=24
0,1.0279503498885922,2.710253747300604,4.468453002168549,7.3672335117980365,7.595582802237468,12.522998929411127,41.73792427548476,68.81420354785233,37.98565015991556,62.62774940001665,103.25570257186689,170.23987315129597,349.746449177735
1,1.6438519933391278,1.694803607084672,2.7942587566594534,4.606953847943753,4.276383871146384,25.31533074584992,36.665528529954024,23.039461451110814,89.75127776449881,92.53314161620631,308.4038639242789,819.0965220292318,516.7539632443069
2,0.5787456224305255,0.9541902180255584,1.5731937087524563,2.593757930551339,15.354524258126444,22.238767207989092,13.974139753367961,54.43690171256129,56.124187429768796,52.09702068384682,270.9236472045912,402.2373206058398,826.3697100128476
3,0.5683470507665707,0.9370458717384103,1.5449274603565826,9.31298972785663,13.488494145859207,8.475744203528166,33.01764990843692,38.92928367648039,31.598440324441466,187.05639904395056,185.4819303253391,446.677579881794,420.2823093093353
4,1.509662078149231,2.4890119798136623,4.103686994145558,8.181185252819292,5.140798723322378,20.026216981128545,23.6118041104395,34.04104042761881,69.3098204851356,164.323498470779,243.96926742814068,305.8080038578613,571.3434837999879
5,1.8254691756664314,3.009689858928233,4.962139688624593,3.1180520411071027,12.146514597114335,14.321283124112771,20.6469347078717,19.165422855876933,113.45544111561561,112.50047756501907,174.46894516888582,287.6506609765096,347.880918179264
6,0.6957314512837159,1.1470672424263715,1.8911941615113705,5.601068967952247,8.686297301201046,7.0505650500367,11.624416568448453,42.03853114341973,99.66723993378697,147.97484072282236,152.5613588273243,251.5311573854842,459.90906226735484
7,1.1755625055362302,1.9381749079148052,3.195510197015902,5.268505632558405,9.981051328142785,16.455971628656048,10.074238353465233,16.6096110594587,68.23498887550917,105.82076441267043,85.89346614154901,141.61438464170945,722.830355788401
8,1.249767415822236,2.0605181218936823,3.397220056228673,15.034013468652741,3.7061051757019836,6.11033443463074,25.497658027772665,41.89756402956958,64.18353805052229,114.2725753022307,188.40362555844,122.72934789967935,675.252506682464
9,3.3545418329357153,5.530704473413646,9.11859010727203,6.0538136466851,9.38006418644072,15.465111344714712,25.41215715121087,60.45123678878743,73.75054818990473,137.23801775519826,74.43911234770638,330.5270257539663,808.6184357318449
10,1.3507884084941797,2.2270735812991647,3.671823584901736,2.247866417183309,9.34861017175117,15.413252441647467,25.102249575869738,41.38661281815259,27.384619051780824,90.00291777834707,241.9870503027675,1142.6240889008886,194.77215936286248
11,0.5015667936586328,0.8269438413817216,1.36339990096027,5.6892965191497264,16.25487655435098,26.799760727758482,67.37777384574325,44.73196864779843,69.07740500606016,98.85947850274532,124.08001633265236,847.8679165639592,1257.6597836118287
12,1.2651968054634766,2.08595688478906,3.4391614857145805,9.85908100005949,9.234601546119864,15.225283995525722,27.131310454198516,111.087168911884,45.19220005225533,146.77256526207685,200.47477498344335,398.96919706808376,840.140883486408
13,1.2694536434505053,2.0929752241241375,3.4507327710612703,5.67021869486933,24.786897789755997,40.86668562063386,13.72034133259458,27.410454911564408,38.04868916013916,75.2583341634092,693.0365424447102,204.57336219643312,7789.260660486368
14,2.1998583224607597,3.6269532087671856,5.979834903127383,3.746891828248972,15.717492882376826,25.9137648372483,16.62528130053738,51.13371500942304,23.62691802847054,121.594097526471,514.257886782793,125.68428137299266,5853.086234158096
15,1.6304959194077437,2.6882333041168884,4.432147429101328,6.098510163397158,5.047431502117965,8.321807679942426,31.01416589822789,14.33045017878728,54.58952909617169,45.149603920683724,226.26723902167657,163.3076100153642,5511.965620296228
16,0.8360445736963995,1.3784044719064763,2.272604772460043,9.533141326978036,9.898060910570274,16.319143561940038,8.691857400920098,22.62101859631094,59.96130471512779,420.34791129401856,315.69428362862385,1083.7510883635543,766.4096165342662
17,1.360761549426268,2.243516510889609,3.6989333926700567,1.93941553385551,6.116099194161863,10.083742835124848,26.90571911017464,57.25169401076749,120.10819474121264,113.88938695823828,101.38037180295446,932.2906454605348,1142.2241877740914
18,2.127131351007277,3.5070467039782045,5.782142498186764,3.0614219588344316,11.409474019041996,18.811042502692224,34.72490773802178,72.84930259329296,94.39208569914899,198.02493545519536,148.38972496621224,373.051609837568,421.48713592432057
19,0.6830955719569721,1.1262341994063518,1.85684628035088,6.003477413965018,3.197555643393336,5.271878003508992,26.41644863589544,43.55336076235091,89.02206083613767,191.4782621168053,162.99172501777346,268.72792398486814,3596.2420584820943
20,1.3395568768261787,2.208555916135565,3.6412931164627076,3.709601679103506,7.862287339039207,12.962720372228004,44.18533556152248,53.994609287930416,254.95389594602722,138.99584833167216,355.32067717324134,484.8024983821735,3067.645374182257
21,0.8277240167456341,1.3646861926776697,2.2499871536980964,7.3700670685621015,7.38788938198835,21.061721198806435,32.74938599233955,70.44091606403234,45.646487069014455,398.6897447562795,320.4229070225963,205.15981426931802,8748.946764627994
22,1.6444842453137583,2.7112961545796117,4.470171641222166,4.768718326598521,14.639766927761848,16.022386018397103,16.79240415439413,27.685993915537978,116.1374366423542,61.49030379156732,149.00419974755155,402.3920275631578,9867.4609675985
23,1.0640448839171248,1.754313433093547,2.89237387261587,4.480981420742051,12.774579653397808,19.863506691120467,27.331626344628983,89.4209793207455,84.3052435859401,38.95420231462161,157.42534778661528,377.8298887511039,258.2099617085264
24,0.9998421020328163,1.6484609409627766,2.7178526172832376,9.782670236233415,9.718068361910458,10.185107969927527,42.72457529108589,28.418211926985194,147.43027065292048,159.32193657592123,147.59478123118188,534.1156972819379,1859.9492456805785
25,1.9812770036879748,3.266573539128783,5.38566927626693,6.920195803744659,12.047825817573697,16.57746935782999,17.236516827931155,30.194293690373986,37.295754524635214,56.194304438792464,270.2447510037843,555.9802002112109,1754.2128414771764
