,t=0,t=2,t=4,t=6,t=8,t=10,t=12,t=14,t=16,t=18,t=20,t=22,t=24,t=26,t=27
0,0.34523941341587233,0.569203564382699,5.165148631293855,8.515890414740424,14.040329665731434,23.14859016752974,38.16557299591897,11.43275920920797,18.849433291011074,81.59864284383215,134.53341811686587,464.95186252920314,766.5760256033973,229.6331072302432,802.0069361468068
1,0.758139784099612,3.132821006853018,0.9384580239559479,1.5472557057551268,9.799859039983888,16.157236049081607,26.638778749839148,25.10614159829534,41.39302967831255,171.04623135892012,282.00755991450507,324.5267612401623,703.4548649615207,504.2703340708579,328.31806513762444
2,1.9001519920484986,1.2499611882088446,2.0608375985491767,5.9439149686132,12.884225281175091,21.242496277562083,35.022955455578774,14.644456687277744,24.14462723815715,119.38672357024491,196.83543058943272,426.66694332323254,139.27952002024264,560.941855850645,720.9807957806956
3,1.326266698856,2.186644117024756,3.6051666671893883,7.322365903388362,2.5509933932902156,4.205877068932434,6.93431898549767,35.59331971384056,58.68346330702964,156.9619966761274,258.7865826114529,84.47729916235025,305.85541839755393,587.1107880300233,4701.298369981777
4,1.633840676689256,2.6937478765921994,4.441239422040114,7.814677659678526,5.601937395539479,9.236033341154783,15.227644626455115,49.700618128839416,81.94246627594777,31.07746160752812,51.2380719916899,185.5106886973804,340.22843388958097,3288.1947944680246,7109.092632917751
5,1.3835201705565374,2.28103913363889,4.739841596367162,3.397746784185984,6.231501134808913,10.274008469349726,16.93897629876745,30.01846312974738,49.49207867573351,68.24556848934361,112.5179203993851,399.78763219027445,659.1383729548376,4052.04193466285,585.4966913053976
6,1.7436902777132806,2.8748592503784076,2.2924411551335138,3.7795964942963094,3.2676199659204186,5.387394542376661,8.882311975668976,62.924392006821684,103.7447835475026,147.07365071746057,242.48345629736227,206.3589764600747,558.1518731794165,6470.406862554461,10989.254503553348
7,0.8433419710692062,1.3904358461757433,1.202090207023785,1.9819116936201473,7.9419431279671855,13.094050565768248,21.588439687401813,43.919921150326594,72.41170820800392,75.91522494086722,125.1630461299748,338.5362238594062,356.1006935883173,672.0342374601527,960.8413316810396
8,1.1146598893888573,1.8377634692313436,2.9216775997328988,4.817032004806944,11.089706882569399,18.283835623118748,30.144948701815643,57.743091622386956,95.20226339379984,124.54051684972761,205.33259919410077,739.4927447884219,1754.2518158717387,920.2368655918834,13185.771102080085
9,0.4422242735976933,0.729104566300336,4.079675170716212,6.7262472315057815,8.753394357986476,14.4319074688366,18.207118245648243,54.10537243700008,89.20467839602105,100.33848561839272,165.43019550885893,221.80810806923117,365.69974578742926,3777.1146752802483,477.883674298527
10,1.0748251226731649,1.7720870420338464,3.2201938247703765,5.309202054675236,6.698024485553799,11.043175441000818,23.79419282064289,27.92765052765894,46.04491146562373,96.75267419263663,159.51819193849525,209.62304701655785,1227.8407851810819,409.50967605490536,839.4219817536036
11,1.500828621964534,2.4744480727081077,2.4640655046990187,4.062557209994984,10.22290815423798,19.9042541765025,32.81656723821644,45.81589574189551,75.53764184583079,39.8077605006689,91.37395960050824,311.4611034864774,248.38017397632768,8894.116076184775,1629.2438073033863
12,1.1846431047206212,1.9531462849408394,6.056708066250154,6.200507226972541,12.072540416763973,16.854726122303187,27.7887454696617,36.91246601729577,60.85836787670053,55.42110799705951,222.74271705695574,912.2321915189887,345.60997644511264,439.394057608133,11905.979592760988
13,0.9064790408788255,1.4945312761405,3.8395253837307988,4.995559043415874,8.236284453916687,13.579337370707036,22.388542365094075,50.37894104308456,83.06083169307047,92.65702410484147,451.697381900062,525.1480708935605,865.8227947492222,334.2426892585816,16052.050183254007
14,2.2281383787513915,3.673579139110135,3.7607977389291927,6.818048255231119,11.241061183057285,18.533376677744762,30.556372346490715,8.70070254235915,33.614601195467266,135.1002871227597,159.00829014783582,545.2074852477606,2404.6363652706027,1139.530100940013,1343.0896582003008
15,1.4124824525309316,2.328789863978056,3.0299597222369403,5.704609099352514,1.941389151681379,3.2008095890830304,5.277242852981279,20.388286239067508,56.19932595732884,200.57062499549454,330.68505570764074,744.7230814580852,1314.1415756749586,1245.0402754637748,691.1806809574312
16,1.0713894314329848,1.7664225448066413,2.9123384226665308,1.1775120429284476,12.052337401906101,10.436516973303435,19.816504840907417,34.08661424830926,70.12333385044741,273.9683110343633,387.86753659599674,945.664413640721,407.6093693962528,4625.941666072066,596.4365206409209
17,1.6311064959513841,2.68923997465174,4.433807148224503,7.310112155458732,6.330067524920818,12.01931775435587,12.366120702993657,42.531951941568096,14.345033351619865,106.63817390174074,225.7827494478933,247.2275797249979,396.27740180343756,819.4711999506296,383.8803620544523
18,0.8566814813926101,2.508219782015185,4.135355306198602,3.8393800319163507,7.290084726846424,7.500431348073935,20.674576627400604,32.52842998174137,55.163929457175165,136.9441599743855,38.99384348833453,150.65019078142817,1447.3513983101152,1215.7965110898401,1580.7220975399277
19,1.5213121990901672,2.0986084075720157,3.460020320433488,4.421659898735944,4.549241573677426,12.539764601099016,25.79693286998949,42.151676657557694,78.62651654967955,77.1160093931318,127.14280499794624,251.8679049032047,266.5059676349117,557.3011450133071,1438.7692774873278
20,1.2728703419233762,0.43318247232528573,0.7141971562170923,2.7592544928751224,7.60575169614714,15.646630712199821,19.729490096244945,33.45861452600668,121.65223349751332,23.650961615714326,188.91070857250745,352.3795998592913,637.4564618526318,354.96570798210826,34257.363842844024
21,0.2627384507154573,1.665806328902,2.7464503273270946,4.613121593875426,9.49016124815217,11.966540643871104,25.5662842511063,47.68939295379086,77.11892886236896,88.81141315775612,149.9511070297862,240.35439394508117,271.41265356476083,939.3873936606434,4384.857129284781
