,t=0,t=2,t=4,t=6,t=8,t=10,t=12,t=14,t=16,t=18,t=20,t=22,t=24,t=26,t=27
0,1.1377677014637213,1.8758618105185667,3.092773267895519,5.099121072231222,8.40702937366138,13.860848151753624,22.852675177736792,37.67769165792947,62.120011667299366,66.83716865093224,110.19586162814358,333.6790965685635,299.5434082350692,493.86358865509345,685.2332852751135
1,0.7424938751701922,1.2241654453574629,2.0183076086166127,3.3276266851415617,5.486328896741403,9.045427150112982,14.91338814495725,24.588020252794504,40.53879199518092,122.75367957627306,202.3866025740802,181.68226100941877,550.143824100508,1705.402050097822,427.1666038402292
2,0.4628622015950602,0.7631307571727098,1.258189911675894,2.0744044699599926,10.076235619104947,16.612903993802057,27.390048182676296,45.158555044272155,74.45387025556253,102.418584572,68.69484156777746,113.2586464801506,331.4115632542342,307.8689206427584,1351.4103276542298
3,0.5610911665373124,0.9250829410718646,3.7068399286692983,6.111545837476625,3.4201147736579216,5.638815975564652,9.296835840475582,26.81946754735875,33.14181549100058,72.90287128290953,168.85969889882986,278.40257733847824,186.73193954249805,756.7766669750849,788.1883001255902
4,0.6262656699625162,1.0325375311763043,1.5252039221067637,2.514636148532247,4.14593410615589,6.835489747739282,11.269817342748388,47.17510975417658,44.217826614175316,41.66552757496556,83.27331257021461,153.24215689360202,459.00825107561303,973.9928992108279,758.1346410021796
5,1.3636702014713042,2.248312067385214,1.7023665904462861,2.8067280081976445,4.6275121681846025,7.629477742108283,16.266829344643863,20.101527213834313,25.27141992732347,50.50781720967699,217.32719158444115,358.3119634667396,344.5492430447773,568.0656658114514,1314.7034656600479
6,1.4643390983584321,2.414287018981029,2.579359135040419,4.252644270715129,5.984232088940753,9.866330733841318,28.613150441221123,15.327891000396875,30.63453969283504,131.8156048852246,92.94606651647825,369.47193033519045,590.7565557138477,546.4052936931491,560.2010812650825
7,1.2003133488633895,1.56446039781207,2.201475956720547,3.6296202367794894,10.526189794474389,17.35475301357353,12.192192562240567,18.580787569891257,79.95020579146966,56.3746390419433,126.7525829874009,208.9796796874766,370.7379048987022,2923.140882547882,2415.843533386411
8,0.9488931971794101,1.3352626643714358,3.872368819257097,6.384456840303933,4.485256986453108,7.394938598120427,40.413731879086725,48.492251062869364,34.19294700917709,76.87932777964059,121.91950068775981,293.7069926553781,195.12752628026513,2750.777509696814,548.9727770030772
9,0.8098777447110015,2.3487104145950095,1.6500338336872427,2.7204458789745622,14.867381099335496,24.512167458075606,17.15409671958325,20.739070706998678,46.62966939645735,73.94791518399343,178.14229601751012,201.01127409701647,177.35185519134245,529.4239262236506,898.4026044024164
10,1.4245648772384611,1.000796109694659,5.4694038505083125,9.017522466380711,10.820083745621353,10.40448560010493,29.412037028117773,28.2823241412196,44.85167778093009,108.0487643262428,435.842634880866,352.89346050648163,861.8034460204634,953.2746395230075,2141.539498124425
